basicid,GEOID,Category,Category Type,Openings_2024_zscore,Jobs_2024_zscore
1011141,48113018120,All Jobs,All Jobs,-0.4451336604,-0.39922967
1012439,48113018121,All Jobs,All Jobs,-0.3304637472,-0.2708129163
1013737,48113018126,All Jobs,All Jobs,-0.3272072736,-0.27399462890000004
1015035,48113018127,All Jobs,All Jobs,-0.286947765,-0.2466046591
1016333,48113018128,All Jobs,All Jobs,-0.3689571364,-0.3261690192
1017631,48113018129,All Jobs,All Jobs,-0.4721526198,-0.4354808911
1018929,48113018130,All Jobs,All Jobs,-0.3550097494,-0.3053182236
1020227,48113018132,All Jobs,All Jobs,-0.2741537462,-0.2423809513
1021525,48113018133,All Jobs,All Jobs,-0.2401454107,-0.1721683718
1022823,48113018134,All Jobs,All Jobs,-0.6109544179,-0.5673208767
1024121,48113018135,All Jobs,All Jobs,-0.7699682133,-0.7141746039
1025419,48113018137,All Jobs,All Jobs,-0.5577918343,-0.5078077198000001
1026717,48113018138,All Jobs,All Jobs,-0.046222572600000005,-0.0213604555
1028015,48113018140,All Jobs,All Jobs,-0.42648753570000003,-0.3864729223
1029313,48113018141,All Jobs,All Jobs,-1.2885936103,-1.1991739955
1030611,48113018145,All Jobs,All Jobs,-0.4795915685,-0.4301460986
1031909,48113018146,All Jobs,All Jobs,-0.6492982781000001,-0.5889297378
1033207,48113018142,All Jobs,All Jobs,-1.3196971205999999,-1.234632804
1034505,48113018143,All Jobs,All Jobs,-0.9158477268,-0.8434310811
1035803,48113018144,All Jobs,All Jobs,-0.8420152894,-0.7829030095
1037101,48113018147,All Jobs,All Jobs,-0.5523433573000001,-0.4932321941
1038399,48113018148,All Jobs,All Jobs,-0.3850260353,-0.34347822370000003
1039697,48113018149,All Jobs,All Jobs,-0.7288069498,-0.6743709894000001
1040995,48113018150,All Jobs,All Jobs,-0.6767977128,-0.6255187614000001
1042293,48113018151,All Jobs,All Jobs,-0.5482512391000001,-0.5044920137
1043591,48113018152,All Jobs,All Jobs,0.1056484531,0.1064044796
1044889,48113018153,All Jobs,All Jobs,-0.5317232358,-0.4958179559
1046187,48113018155,All Jobs,All Jobs,-0.6311368417000001,-0.5838158556
1047485,48113018156,All Jobs,All Jobs,-0.5226730632000001,-0.4749978595
1048783,48113019102,All Jobs,All Jobs,1.3707027143000001,1.4613163919
1050081,48113018157,All Jobs,All Jobs,-0.31440965190000003,-0.2846181606
1051379,48113018203,All Jobs,All Jobs,-0.6264227952,-0.5596823136
1052677,48113018204,All Jobs,All Jobs,-0.4851135339,-0.4293420134
1053975,48113018205,All Jobs,All Jobs,-0.41862403130000003,-0.3409378537
1055273,48113018158,All Jobs,All Jobs,-0.7190880195,-0.6340755627
1056571,48113018159,All Jobs,All Jobs,-0.8704388072,-0.8027482109
1057869,48113018506,All Jobs,All Jobs,1.083130214,1.3556192086
1059167,48113018507,All Jobs,All Jobs,0.5144955368,0.5445752017000001
1060465,48113018508,All Jobs,All Jobs,0.4352574413,0.47124251970000003
1061763,48113018600,All Jobs,All Jobs,-0.3876755637,-0.3099651782
1063061,48113018700,All Jobs,All Jobs,-0.2850432802,-0.2287639944
1064359,48113018801,All Jobs,All Jobs,-0.069466794,-0.005478560600000001
1065657,48113018802,All Jobs,All Jobs,-0.10180331570000001,-0.028462553600000003
1066955,48113018900,All Jobs,All Jobs,-0.3426817279,-0.26888194600000004
1068253,48113019013,All Jobs,All Jobs,-0.0852332315,-0.0186908225
1069551,48113019016,All Jobs,All Jobs,1.5555824802,1.6762343834
1070849,48113019018,All Jobs,All Jobs,-0.0117572684,0.045348057500000004
1072147,48113019019,All Jobs,All Jobs,-0.0452123918,0.0154963575
1073445,48113019020,All Jobs,All Jobs,-0.1763613536,-0.1226646088
1074743,48113019023,All Jobs,All Jobs,0.3343029815,0.3638576087
1076041,48113019024,All Jobs,All Jobs,0.218101696,0.2565989739
1077339,48113019025,All Jobs,All Jobs,-0.227693308,-0.1952809154
1078637,48113019032,All Jobs,All Jobs,0.1323456694,0.1781103214
1079935,48113019033,All Jobs,All Jobs,0.07416786310000001,0.13516043930000002
1081233,48113019026,All Jobs,All Jobs,-0.0211638045,0.0337202736
1082531,48113019027,All Jobs,All Jobs,-0.11904329030000001,-0.1161569367
1083829,48113019028,All Jobs,All Jobs,0.227986983,0.2645765668
1085127,48113019029,All Jobs,All Jobs,0.1397973543,0.1741350194
1086425,48113019031,All Jobs,All Jobs,0.2509988958,0.2698547968
1087723,48113019034,All Jobs,All Jobs,0.287755894,0.2956647832
1089021,48113019035,All Jobs,All Jobs,0.23955512980000002,0.28468599710000003
1090319,48113019036,All Jobs,All Jobs,0.5535109235,0.5465323039000001
1091617,48113019037,All Jobs,All Jobs,0.4286175659,0.45149119520000003
1092915,48113019039,All Jobs,All Jobs,0.8990711553,1.0110540506
1094213,48113019040,All Jobs,All Jobs,1.0989658942,1.251645229
1095511,48113019041,All Jobs,All Jobs,0.5597123613,0.5721004949
1096809,48113019042,All Jobs,All Jobs,0.6246460015,0.5780989317
1098107,48113019050,All Jobs,All Jobs,-0.0382672338,-0.038984078400000004
1099405,48113019051,All Jobs,All Jobs,-0.3070468894,-0.2950173506
1100703,48113019052,All Jobs,All Jobs,1.5925196478,1.6303833330000002
1102001,48113019053,All Jobs,All Jobs,1.7879880948,1.9147928253000002
1103299,48113019101,All Jobs,All Jobs,1.7844804636,1.7923619641
1104597,48113019203,All Jobs,All Jobs,1.6562939026999999,1.6617294579
1105895,48113019205,All Jobs,All Jobs,0.8119825181,0.8022588966
1107193,48113019208,All Jobs,All Jobs,1.1427301594000001,1.2028191385
1108491,48113019210,All Jobs,All Jobs,1.3407162214000001,1.3296969699
1109789,48113019211,All Jobs,All Jobs,1.6472062791000002,1.6162875326
1111087,48113019212,All Jobs,All Jobs,1.1483357988,1.2046868403
1112385,48113019213,All Jobs,All Jobs,1.6190405214,1.6203688053
1113683,48113019214,All Jobs,All Jobs,1.1937118797,1.2269878862999999
1114981,48113019216,All Jobs,All Jobs,1.3218390657999999,1.3163514598
1116279,48113019301,All Jobs,All Jobs,1.683553678,1.5749683436000002
1117577,48113019302,All Jobs,All Jobs,1.101966263,1.0951628077
1118875,48113019400,All Jobs,All Jobs,0.8380601432,0.8467833060000001
1120173,48113019501,All Jobs,All Jobs,0.6643133502,0.6558600502
1121471,48113020500,All Jobs,All Jobs,0.7505580287,0.8134991513000001
1122769,48113020600,All Jobs,All Jobs,1.8792920958,1.8264703151
1124067,48113019502,All Jobs,All Jobs,1.3776983572,1.3229001915
1125365,48113019600,All Jobs,All Jobs,0.91446452,0.9101307692
1126663,48113019700,All Jobs,All Jobs,0.9879027693,0.9586105902000001
1127961,48113019800,All Jobs,All Jobs,1.4222400934000001,1.3887358052
1129259,48113019900,All Jobs,All Jobs,0.1129795648,0.1104521101
1130557,48113020000,All Jobs,All Jobs,0.8266776254,0.8845174126
1131855,48113020100,All Jobs,All Jobs,1.0007996496,1.1197473668
1133153,48113020200,All Jobs,All Jobs,-0.6924686599000001,-0.6410675354
1134451,48113020300,All Jobs,All Jobs,0.6682908839,0.6936940805
1135749,48113020401,All Jobs,All Jobs,3.4397580983,3.5631886807
1137047,48113020402,All Jobs,All Jobs,0.8527801088,0.8352003022000001
1138345,48113020700,All Jobs,All Jobs,0.49626741490000004,0.600918241
1139643,48113020800,All Jobs,All Jobs,-0.21323178310000002,-0.1673132565
1140941,48113020900,All Jobs,All Jobs,0.3752820918,0.4199141864
1142239,48113021000,All Jobs,All Jobs,0.27073812550000004,0.3099191691
1143537,48113980100,All Jobs,All Jobs,1.1505974302,1.2402580607
1144835,48113980200,All Jobs,All Jobs,0.5740565874,0.460219303
1146133,48113021100,All Jobs,All Jobs,-0.3193818181,-0.2680312472
1147431,48113021200,All Jobs,All Jobs,0.1966662219,0.22211058990000002
1148729,48113980000,All Jobs,All Jobs,1.3696563711,1.4369123595
1150027,48121020109,All Jobs,All Jobs,-0.5248872133,-0.5441791582000001
1151325,48121020110,All Jobs,All Jobs,-0.5785756746,-0.6013405125
1152623,48121020112,All Jobs,All Jobs,-0.48767052990000004,-0.5382085
1153921,48121020111,All Jobs,All Jobs,-0.6363856457,-0.6447011055
1155219,48121020115,All Jobs,All Jobs,-0.9621067477,-0.9165530777
1156517,48121020116,All Jobs,All Jobs,-1.2810934028,-1.2041267353
1157815,48121020117,All Jobs,All Jobs,-1.6392512701,-1.533534573
1159113,48121020118,All Jobs,All Jobs,-1.8065797558,-1.688171127
1160411,48121020119,All Jobs,All Jobs,-0.8711598106,-0.8440229654
1161709,48121020120,All Jobs,All Jobs,-0.8139113142000001,-0.7932119988
1163007,48121020121,All Jobs,All Jobs,-1.2322273353,-1.1543570439
1164305,48121020122,All Jobs,All Jobs,-1.2634878635,-1.1933502777
1165603,48121020123,All Jobs,All Jobs,-1.4969430278,-1.3998896937
1166901,48121020124,All Jobs,All Jobs,-1.2113153178,-1.1456765485
1168199,48121020125,All Jobs,All Jobs,-1.0879639381,-1.0395332208
1169497,48121020127,All Jobs,All Jobs,-0.9566746768000001,-0.9113067055
1170795,48121020128,All Jobs,All Jobs,-0.9446807402,-0.9085858973000001
1172093,48121020137,All Jobs,All Jobs,-1.2143268165,-1.1467898514
1173391,48121020203,All Jobs,All Jobs,-1.4141431264,-1.3243555242
1174689,48121020204,All Jobs,All Jobs,-1.4279793481,-1.3444823249
1175987,48121020205,All Jobs,All Jobs,-1.4137134185,-1.3250298548
1177285,48121020206,All Jobs,All Jobs,-1.5765578743000002,-1.4803719248
1178583,48121020129,All Jobs,All Jobs,-1.4550919677,-1.3664140152
1179881,48121020130,All Jobs,All Jobs,-1.1780386904,-1.1124069157
1181179,48121020131,All Jobs,All Jobs,-1.2356790401,-1.1748112323
1182477,48121020132,All Jobs,All Jobs,-0.6450568996,-0.6573575540000001
1183775,48121020133,All Jobs,All Jobs,-0.7903401287,-0.7755413095
1185073,48121020134,All Jobs,All Jobs,-1.0322682015,-0.9869251832
1186371,48121020135,All Jobs,All Jobs,-1.1112464529,-1.0590900868
1187669,48121020136,All Jobs,All Jobs,-1.2911546378,-1.2152579063
1188967,48121020207,All Jobs,All Jobs,-1.2108472113,-1.1464362404
1190265,48121020208,All Jobs,All Jobs,-1.5326582825,-1.4323953248999999
1191563,48121020311,All Jobs,All Jobs,-0.2783927517,-0.2876630472
1192861,48121020312,All Jobs,All Jobs,-0.4766472165,-0.4734689851
1194159,48121020313,All Jobs,All Jobs,-1.5890683161,-1.4864357927
1195457,48121020314,All Jobs,All Jobs,-1.122166313,-1.0552547676
1196755,48121020404,All Jobs,All Jobs,-1.1825742017,-1.1150338051
1198053,48121020603,All Jobs,All Jobs,-0.49390239150000004,-0.5031022242000001
1199351,48121020315,All Jobs,All Jobs,-1.029060358,-0.9860635165
1200649,48121020316,All Jobs,All Jobs,-1.0341536214,-0.9681185883000001
1201947,48121020317,All Jobs,All Jobs,-1.0357272011,-0.9805748707
1203245,48121020318,All Jobs,All Jobs,-1.0473646163,-0.9954540566000001
1204543,48121020319,All Jobs,All Jobs,-1.0656213235,-1.003234953
1205841,48121020320,All Jobs,All Jobs,-0.6275137306,-0.6398658433000001
1207139,48121020321,All Jobs,All Jobs,-1.144815909,-1.0707877406
1208437,48121020322,All Jobs,All Jobs,-0.9359181432,-0.8687831574
1209735,48121020402,All Jobs,All Jobs,-0.8002184795,-0.8030699397000001
1211033,48121020403,All Jobs,All Jobs,-0.42249936060000004,-0.46612287830000004
1212331,48121020405,All Jobs,All Jobs,-0.8725988262000001,-0.8165240801
1213629,48121020504,All Jobs,All Jobs,-1.3245468760999999,-1.2542486297
1214927,48121020505,All Jobs,All Jobs,-0.5208721602,-0.5408844909
1216225,48121020506,All Jobs,All Jobs,-1.2790069459,-1.2018307017
1217523,48121020507,All Jobs,All Jobs,-0.9072417566000001,-0.8876591626
1218821,48121020508,All Jobs,All Jobs,-0.8619521289000001,-0.8493222284
1220119,48121020601,All Jobs,All Jobs,-0.5522897858,-0.5499369795
1221417,48121020604,All Jobs,All Jobs,-0.8002996416,-0.7852636287
1222715,48121020605,All Jobs,All Jobs,-0.7024558145,-0.7035571667
1224013,48121020700,All Jobs,All Jobs,-0.3916300741,-0.43775877890000003
1225311,48121020800,All Jobs,All Jobs,-0.7068008284,-0.6820991276
1226609,48121020900,All Jobs,All Jobs,-0.41253711330000004,-0.4227481764
1227907,48121021000,All Jobs,All Jobs,-0.1577405345,-0.1964480475
1229205,48121021202,All Jobs,All Jobs,-0.1902669796,-0.23409224780000001
1230503,48121021203,All Jobs,All Jobs,-0.3699141842,-0.39158693450000004
1231801,48121021204,All Jobs,All Jobs,-0.4134030882,-0.4322435673
1233099,48121021301,All Jobs,All Jobs,-0.0204494816,-0.079537094
1234397,48121021304,All Jobs,All Jobs,-0.5922407792000001,-0.5831387725
1235695,48121021305,All Jobs,All Jobs,-0.49368167360000004,-0.4965973563
1236993,48121021306,All Jobs,All Jobs,-0.49570478980000005,-0.4972255814
1238291,48121021307,All Jobs,All Jobs,-0.8860110196000001,-0.8472882826
1239589,48121021410,All Jobs,All Jobs,-0.7376379265,-0.7020323506
1240887,48121021411,All Jobs,All Jobs,-0.7934938146,-0.7393985283000001
1242185,48121021412,All Jobs,All Jobs,-0.8208738024000001,-0.7813889609
1243483,48121021413,All Jobs,All Jobs,-0.6350052350000001,-0.5997491478
1244781,48121021414,All Jobs,All Jobs,-1.15102248,-1.0965111735
1246079,48121021416,All Jobs,All Jobs,-0.7525394172000001,-0.7304170748000001
1247377,48121021415,All Jobs,All Jobs,-1.0582865831,-1.0100892817
1248675,48121021417,All Jobs,All Jobs,-0.6983715647000001,-0.6801473199
1249973,48121021418,All Jobs,All Jobs,-0.5249641317,-0.5130669968
1251271,48121021419,All Jobs,All Jobs,-0.558321041,-0.5510035072
1252569,48121021420,All Jobs,All Jobs,-0.6480601363,-0.6449126454
1253867,48121021421,All Jobs,All Jobs,-0.5371414564,-0.5348037992
1255165,48121021422,All Jobs,All Jobs,-0.9788900460000001,-0.9350926633000001
1256463,48121021423,All Jobs,All Jobs,-0.9931583906,-0.9449177031
1257761,48121021502,All Jobs,All Jobs,-0.7688439747,-0.6901548322000001
1259059,48121021505,All Jobs,All Jobs,-0.21788361720000002,-0.1962289481
1260357,48121021512,All Jobs,All Jobs,-0.9769090476000001,-0.9327901177000001
1261655,48121021513,All Jobs,All Jobs,-0.6315042943,-0.6010685309
1262953,48121021514,All Jobs,All Jobs,-0.6658949163,-0.6388274809000001
1264251,48121021516,All Jobs,All Jobs,-0.6789731736,-0.6571231549000001
1265549,48121021517,All Jobs,All Jobs,-1.0015563308,-0.9422746718
1266847,48121021518,All Jobs,All Jobs,-0.9811942315000001,-0.9227042621
1268145,48121021520,All Jobs,All Jobs,-0.0173240589,-0.061589611200000005
1269443,48121021521,All Jobs,All Jobs,-0.0932744672,-0.1389661482
1270741,48121021522,All Jobs,All Jobs,-0.6464407098,-0.6261183097
1272039,48121021526,All Jobs,All Jobs,-0.27913484320000004,-0.3281499271
1273337,48121021528,All Jobs,All Jobs,-0.4412289378,-0.47201742020000004
1274635,48121021530,All Jobs,All Jobs,0.2377243701,0.1877007035
1275933,48121021531,All Jobs,All Jobs,0.0547641383,0.0236413327
1277231,48121021529,All Jobs,All Jobs,-0.5370789587,-0.559137481
1278529,48121021532,All Jobs,All Jobs,0.6032163768000001,0.5137563688
1279827,48121021533,All Jobs,All Jobs,-0.3984606069,-0.3914477665
1281125,48121021534,All Jobs,All Jobs,-0.9312361601,-0.8895424187000001
1282423,48121021535,All Jobs,All Jobs,-0.7408332649,-0.7269985817
1283721,48121021626,All Jobs,All Jobs,0.6380898598,0.5707006503000001
1285019,48121021536,All Jobs,All Jobs,-0.6942379561,-0.6838389966
1286317,48121021537,All Jobs,All Jobs,-1.0176766228,-0.9642209434000001
1287615,48121021538,All Jobs,All Jobs,-0.0031858333,-0.0727867754
1288913,48121021539,All Jobs,All Jobs,-0.40904970830000004,-0.4346044007
1290211,48121021540,All Jobs,All Jobs,-0.2210036149,-0.2665249933
1291509,48121021611,All Jobs,All Jobs,0.5005706887,0.49201999220000003
1292807,48121021612,All Jobs,All Jobs,0.3244156523,0.3281625689
1294105,48121021613,All Jobs,All Jobs,0.48424335500000004,0.4609062861
1295403,48121021614,All Jobs,All Jobs,0.6043894722,0.5904697793
1296701,48121021615,All Jobs,All Jobs,0.8791698823,0.8812156737
1297999,48121021616,All Jobs,All Jobs,1.0915732702,1.0826915079
1299297,48121021618,All Jobs,All Jobs,0.4475722868,0.4696164814
1300595,48121021734,All Jobs,All Jobs,0.7625544702,0.7038876141
1301893,48121021619,All Jobs,All Jobs,0.4900763685,0.514135223
1303191,48121021620,All Jobs,All Jobs,0.7036128812,0.6602990400000001
1304489,48121021621,All Jobs,All Jobs,0.7990487755,0.7446266702000001
1305787,48121021622,All Jobs,All Jobs,0.5322843780000001,0.48575194050000003
1307085,48121021630,All Jobs,All Jobs,0.2819463756,0.26432732810000004
1308383,48121021631,All Jobs,All Jobs,0.2472030878,0.2239876951
1309681,48121021632,All Jobs,All Jobs,1.2056396016,1.1648417348
1310979,48121021634,All Jobs,All Jobs,2.4185781508,2.3627830412
1312277,48121021635,All Jobs,All Jobs,1.2796741328999999,1.2651332113
1313575,48121021637,All Jobs,All Jobs,1.8664366198,1.8212593648
1314873,48121021638,All Jobs,All Jobs,0.9257299754,0.9275572077
1316171,48121021639,All Jobs,All Jobs,0.5492003,0.5208281074000001
1317469,48121021640,All Jobs,All Jobs,0.4307089035,0.4126874887
1318767,48121021641,All Jobs,All Jobs,1.328587407,1.3169917554000001
1320065,48121021642,All Jobs,All Jobs,1.4209802062,1.4672054136
1321363,48121021721,All Jobs,All Jobs,-0.5604635617,-0.5412930457
1322661,48121021643,All Jobs,All Jobs,0.0879405647,0.0828593014
1323959,48121021646,All Jobs,All Jobs,0.4161556175,0.4006760344
1325257,48121021647,All Jobs,All Jobs,0.9411489385,0.8563141347000001
1326555,48121021644,All Jobs,All Jobs,0.10627362500000001,0.0934948132
1327853,48121021645,All Jobs,All Jobs,0.049272676,0.0462452473
1329151,48121021648,All Jobs,All Jobs,0.5464402678,0.5118397937
1330449,48121021649,All Jobs,All Jobs,0.7820899248000001,0.7503953618
1331747,48121021733,All Jobs,All Jobs,0.2246295922,0.2022385967
1333045,48121021650,All Jobs,All Jobs,0.6417872576,0.6088953621000001
1334343,48121021653,All Jobs,All Jobs,0.1971222637,0.16346530580000002
1335641,48121021654,All Jobs,All Jobs,0.3600799845,0.31049180800000004
1336939,48121021651,All Jobs,All Jobs,0.42431856440000004,0.3873025605
1338237,48121021652,All Jobs,All Jobs,-0.0039242997,-0.003616067
1339535,48121021655,All Jobs,All Jobs,0.253362409,0.20576081100000002
1340833,48121021715,All Jobs,All Jobs,-0.07905225910000001,-0.0847663094
1342131,48121021716,All Jobs,All Jobs,0.069331483,0.051737359600000005
1343429,48121021717,All Jobs,All Jobs,-0.1067441529,-0.1352885936
1344727,48121021719,All Jobs,All Jobs,-0.6918828972000001,-0.6967457422000001
1346025,48121021720,All Jobs,All Jobs,-0.3683087229,-0.3750837826
1347323,48121021724,All Jobs,All Jobs,-0.3713762619,-0.3451051612
1348621,48121021725,All Jobs,All Jobs,-0.20143942850000002,-0.19473093660000002
1349919,48121021726,All Jobs,All Jobs,0.0398299112,0.0299617743
1351217,48121021727,All Jobs,All Jobs,0.49169535410000004,0.46554047540000004
1352515,48121021728,All Jobs,All Jobs,0.4431472148,0.4391819568
1353813,48121021730,All Jobs,All Jobs,0.2030393292,0.1839033015
1355111,48121021731,All Jobs,All Jobs,0.33198236540000003,0.2964247249
1356409,48121021732,All Jobs,All Jobs,0.1851723153,0.169435354
1357707,48121021735,All Jobs,All Jobs,0.4415183261,0.4206026956
1359005,48121021736,All Jobs,All Jobs,0.5418683390000001,0.5156274256
1360303,48121021737,All Jobs,All Jobs,0.6942312153,0.6878710516000001
1361601,48121021738,All Jobs,All Jobs,1.2589033182,1.2029790408
1362899,48121021739,All Jobs,All Jobs,0.6109178143,0.5587552984
1364197,48121021740,All Jobs,All Jobs,0.1143121827,0.1323016926
1365495,48121021745,All Jobs,All Jobs,0.6301794314,0.6395462823
1366793,48121021741,All Jobs,All Jobs,-0.10722085020000001,-0.1072787578
1368091,48121021742,All Jobs,All Jobs,-0.010081818900000001,-0.0407099005
1369389,48121021743,All Jobs,All Jobs,0.1438678016,0.0824081185
1370687,48121021744,All Jobs,All Jobs,0.177642033,0.160327213
1371985,48121021746,All Jobs,All Jobs,-0.7256900209,-0.7084353444
1373283,48121021748,All Jobs,All Jobs,-0.4658189332,-0.44670033400000003
1374581,48121021749,All Jobs,All Jobs,-0.7224507385000001,-0.7041199362
1375879,48121021750,All Jobs,All Jobs,-0.4981397739,-0.4840779517
1377177,48121021751,All Jobs,All Jobs,-0.4090059345,-0.3985242225
1378475,48121021752,All Jobs,All Jobs,-0.2357900847,-0.23618800750000002
1379773,48121021754,All Jobs,All Jobs,-0.8959648958,-0.8598663136
1381071,48121021759,All Jobs,All Jobs,-0.41659637310000003,-0.4025806303
1382369,48121021800,All Jobs,All Jobs,-0.08898277830000001,-0.1328078366
1383667,48121021755,All Jobs,All Jobs,-1.0010271716,-0.9507840604000001
1384965,48121021756,All Jobs,All Jobs,-0.1774386541,-0.1637444499
1386263,48121021757,All Jobs,All Jobs,-0.628338363,-0.5956910831000001
1387561,48121021758,All Jobs,All Jobs,-0.5617945892,-0.5589170693000001
1388859,48121021900,All Jobs,All Jobs,-0.0709199838,-0.1218150266
1390157,48139060300,All Jobs,All Jobs,-1.1461491113,-1.0643449878
1391455,48139060400,All Jobs,All Jobs,-1.2724875464,-1.1855116901
1392753,48139060103,All Jobs,All Jobs,-1.3475183321,-1.2486440096
1394051,48139060104,All Jobs,All Jobs,-1.1330248109,-1.0529407181
1395349,48139060105,All Jobs,All Jobs,-1.4841099484,-1.3740791047
1396647,48139060106,All Jobs,All Jobs,-1.3512988525,-1.2480235539
1397945,48139060206,All Jobs,All Jobs,-0.8263035442000001,-0.7787348536
1399243,48139060207,All Jobs,All Jobs,-1.0956847609,-1.0132625127
1400541,48139060209,All Jobs,All Jobs,-1.0821287697,-1.0034491217
1401839,48139060211,All Jobs,All Jobs,-1.0691760484,-0.9869768790000001
1403137,48139060212,All Jobs,All Jobs,-0.9013184669000001,-0.8528420487
1404435,48139060215,All Jobs,All Jobs,-1.1080216519,-1.0328946692
1405733,48139060216,All Jobs,All Jobs,-1.0217396395,-0.9503321132
1407031,48139060217,All Jobs,All Jobs,-1.3206275902,-1.2187013812
1408329,48139060218,All Jobs,All Jobs,-1.3158659168,-1.2200460588
1409627,48139060219,All Jobs,All Jobs,-1.1498228753,-1.0595635805999999
1410925,48139060220,All Jobs,All Jobs,-0.8124987025,-0.7523765516
1412223,48139060221,All Jobs,All Jobs,-1.1233528445,-1.031035177
1413521,48139060500,All Jobs,All Jobs,-1.1305185186,-1.0417061303
1414819,48139060601,All Jobs,All Jobs,-0.9455269462,-0.9076677093000001
1416117,48139060602,All Jobs,All Jobs,-1.08899336,-1.0172772625
1417415,48139060702,All Jobs,All Jobs,-0.8627021878000001,-0.7975176151000001
1418713,48139060704,All Jobs,All Jobs,-1.0675083316,-0.9972948832
1420011,48139060802,All Jobs,All Jobs,-1.155856628,-1.0694787266
1421309,48139060803,All Jobs,All Jobs,-1.1347865458,-1.0667769589
1422607,48139060900,All Jobs,All Jobs,-1.5302469625000001,-1.4240382957
1423905,48139061000,All Jobs,All Jobs,-1.7234226967000001,-1.6078233382
1425203,48139061100,All Jobs,All Jobs,-1.3255862286,-1.2369528285
1426501,48139060801,All Jobs,All Jobs,-1.0033199523,-0.9561765865
1427799,48139061401,All Jobs,All Jobs,-1.4583013103,-1.3524802805
1429097,48139061402,All Jobs,All Jobs,-1.3349239365,-1.2398292469
1430395,48139061500,All Jobs,All Jobs,-1.32861194,-1.229421459
1431693,48139061600,All Jobs,All Jobs,-1.1695561664,-1.0954279096
1432991,48139061700,All Jobs,All Jobs,-1.4280023111,-1.2971182538
1434289,48251130100,All Jobs,All Jobs,-1.5711360051,-1.473804778
1435587,48251130205,All Jobs,All Jobs,-0.8268504941,-0.832494919
1436885,48251130210,All Jobs,All Jobs,-1.4566124718,-1.3686550065
1438183,48251130211,All Jobs,All Jobs,-1.3282571026,-1.2570538808
1439481,48251130212,All Jobs,All Jobs,-1.4302681933999999,-1.3558719771
1440779,48251130213,All Jobs,All Jobs,-1.4552026381,-1.3790495536
1442077,48251130214,All Jobs,All Jobs,-1.4059281067,-1.3314894814
1443375,48251130215,All Jobs,All Jobs,-1.3021780075,-1.2528894579
1444673,48251130216,All Jobs,All Jobs,-1.1665126892,-1.1138632534
1445971,48251130217,All Jobs,All Jobs,-1.1297252604999999,-1.0680129215
1447269,48251130218,All Jobs,All Jobs,-0.9721044494000001,-0.9289564465000001
1448567,48251130219,All Jobs,All Jobs,-1.2328906223,-1.1660805649000001
1449865,48251130220,All Jobs,All Jobs,-0.8897589941,-0.8413932171
1451163,48251130221,All Jobs,All Jobs,-1.2002777809,-1.1406174790999999
1452461,48251130222,All Jobs,All Jobs,-1.0535986134,-1.0149875053
1453759,48251130302,All Jobs,All Jobs,-1.5785040473,-1.4882108766
1455057,48251130303,All Jobs,All Jobs,-1.4239600942,-1.3358768791
1456355,48251130304,All Jobs,All Jobs,-1.4942677865,-1.4070461632
1457653,48251130405,All Jobs,All Jobs,-1.27012693,-1.1943923921
1458951,48251130406,All Jobs,All Jobs,-1.2798275881,-1.199179673
1460249,48251130411,All Jobs,All Jobs,-1.3024090019,-1.2199232264
1461547,48251130412,All Jobs,All Jobs,-1.1590241021,-1.0931053822
1462845,48251130413,All Jobs,All Jobs,-1.3435804585,-1.2629673342
1464143,48251130414,All Jobs,All Jobs,-1.6025548664,-1.5021833141
1465441,48251130415,All Jobs,All Jobs,-1.3020565719000001,-1.2253915842
1466739,48251130416,All Jobs,All Jobs,-1.3034929437,-1.2214306468
1468037,48251130417,All Jobs,All Jobs,-1.2196202946999999,-1.1386847251
1469335,48251130418,All Jobs,All Jobs,-0.8255118514,-0.7905123791
1470633,48251130419,All Jobs,All Jobs,-0.9463610307,-0.8951562347
1471931,48251130501,All Jobs,All Jobs,-1.5157445292,-1.4150192015
1473229,48251130502,All Jobs,All Jobs,-1.6597933976,-1.5545749706
1474527,48251130602,All Jobs,All Jobs,-1.8017509515999999,-1.684666182
1475825,48251130603,All Jobs,All Jobs,-1.6572045183,-1.5501004714
1477123,48251130604,All Jobs,All Jobs,-1.7566685403000002,-1.6417100384999999
1478421,48251130700,All Jobs,All Jobs,-1.3489755768,-1.2770136691
1479719,48251130800,All Jobs,All Jobs,-1.3307536799,-1.2587895274
1481017,48251130900,All Jobs,All Jobs,-1.3701300917,-1.2930770873
1482315,48251131000,All Jobs,All Jobs,-1.4487248445,-1.3716292763
1483613,48251131100,All Jobs,All Jobs,-1.4033068498,-1.3305305778
1484911,48257050204,All Jobs,All Jobs,-1.1325500665,-1.0728792189
1486209,48257050207,All Jobs,All Jobs,-1.2236152998,-1.1492473004
1487507,48257050208,All Jobs,All Jobs,-1.1874921677999999,-1.115768397
1488805,48257050209,All Jobs,All Jobs,-1.173970582,-1.1054214869
1490103,48257050210,All Jobs,All Jobs,-1.3115327533,-1.2261280214
1491401,48257050211,All Jobs,All Jobs,-1.2494852159,-1.1641112801
1492699,48257050212,All Jobs,All Jobs,-1.197218683,-1.1193494728
1493997,48257050213,All Jobs,All Jobs,-1.1245834061,-1.0441321913
1495295,48257050214,All Jobs,All Jobs,-1.0025360129,-0.9568115102
1496593,48257050215,All Jobs,All Jobs,-1.1227973162,-1.045083044
1497891,48257050300,All Jobs,All Jobs,-1.4140178206,-1.315789544
