,GEOID,Category,Category Type,Openings_2024_zscore,Jobs_2024_zscore,Openings_2024_zscore_color
715196,48113012302,Not Living Wage,Living Wage Occupations,-0.0338133908,-0.027383715200000002,-0.5SD ~ +0.5SD
716494,48113012701,Not Living Wage,Living Wage Occupations,-0.1417055442,-0.1194717661,-0.5SD ~ +0.5SD
717792,48113012702,Not Living Wage,Living Wage Occupations,-0.31348291300000003,-0.29357617410000003,-0.5SD ~ +0.5SD
719090,48113012801,Not Living Wage,Living Wage Occupations,0.0370937839,0.0510015632,-0.5SD ~ +0.5SD
720388,48113012802,Not Living Wage,Living Wage Occupations,-0.2132349071,-0.1816610619,-0.5SD ~ +0.5SD
721686,48113012900,Not Living Wage,Living Wage Occupations,0.051728476600000003,-0.0022714685,-0.5SD ~ +0.5SD
722984,48113013005,Not Living Wage,Living Wage Occupations,0.327076436,0.3332320384,-0.5SD ~ +0.5SD
724282,48113013007,Not Living Wage,Living Wage Occupations,0.2419170491,0.2689918633,-0.5SD ~ +0.5SD
725580,48113013010,Not Living Wage,Living Wage Occupations,0.0483954747,0.076125255,-0.5SD ~ +0.5SD
726878,48113013011,Not Living Wage,Living Wage Occupations,0.5953299808,0.6155814533,+0.5SD ~ +1.5SD
728176,48113013012,Not Living Wage,Living Wage Occupations,0.1037926291,0.09734786000000001,-0.5SD ~ +0.5SD
729474,48113013013,Not Living Wage,Living Wage Occupations,0.0768862538,0.030152359200000003,-0.5SD ~ +0.5SD
730772,48113013102,Not Living Wage,Living Wage Occupations,1.6677746361999999,1.5934764914000001,+1.5SD ~ +2.5SD
732070,48113013104,Not Living Wage,Living Wage Occupations,0.9480776337000001,0.9266021042,+0.5SD ~ +1.5SD
733368,48113013106,Not Living Wage,Living Wage Occupations,1.3374448571,1.2906581343,+0.5SD ~ +1.5SD
734666,48113013107,Not Living Wage,Living Wage Occupations,0.976048707,0.9486249749000001,+0.5SD ~ +1.5SD
735964,48113013201,Not Living Wage,Living Wage Occupations,2.2010545801,2.3489130221,+1.5SD ~ +2.5SD
737262,48113013606,Not Living Wage,Living Wage Occupations,0.8613611240000001,0.9122242107,+0.5SD ~ +1.5SD
738560,48113013607,Not Living Wage,Living Wage Occupations,1.0912216793,1.1436896561,+0.5SD ~ +1.5SD
739858,48113013608,Not Living Wage,Living Wage Occupations,1.1260852956,1.1835768039,+0.5SD ~ +1.5SD
741156,48113013609,Not Living Wage,Living Wage Occupations,1.2457536215,1.312314607,+0.5SD ~ +1.5SD
742454,48113013610,Not Living Wage,Living Wage Occupations,1.3775057676,1.4317728265,+0.5SD ~ +1.5SD
743752,48113013611,Not Living Wage,Living Wage Occupations,3.2776479587000003,3.3663153148,>=+2.5SD
745050,48113013615,Not Living Wage,Living Wage Occupations,2.1541189652,2.2740878671,+1.5SD ~ +2.5SD
746348,48113013617,Not Living Wage,Living Wage Occupations,0.7927284136,0.7943863247,+0.5SD ~ +1.5SD
747646,48113013618,Not Living Wage,Living Wage Occupations,0.7855316768,0.731960414,+0.5SD ~ +1.5SD
748944,48113013619,Not Living Wage,Living Wage Occupations,1.0751059101,1.1171241169,+0.5SD ~ +1.5SD
750242,48113013620,Not Living Wage,Living Wage Occupations,4.4872603654,4.9212561441,>=+2.5SD
751540,48113013621,Not Living Wage,Living Wage Occupations,4.1283733697,4.5442927527,>=+2.5SD
752838,48113013622,Not Living Wage,Living Wage Occupations,4.376693925,4.8209164344,>=+2.5SD
754136,48113013628,Not Living Wage,Living Wage Occupations,7.3711593949,7.8633519566,>=+2.5SD
755434,48113013629,Not Living Wage,Living Wage Occupations,2.114472592,2.2324149859,+1.5SD ~ +2.5SD
756732,48113013630,Not Living Wage,Living Wage Occupations,0.8333503617,0.9106101401000001,+0.5SD ~ +1.5SD
758030,48113013631,Not Living Wage,Living Wage Occupations,2.1042214493999998,2.2187654607,+1.5SD ~ +2.5SD
759328,48113013715,Not Living Wage,Living Wage Occupations,0.7233005635,0.814616764,+0.5SD ~ +1.5SD
760626,48113013721,Not Living Wage,Living Wage Occupations,0.9348463345,1.0053893425,+0.5SD ~ +1.5SD
761924,48113013722,Not Living Wage,Living Wage Occupations,1.2722722281,1.3600404023000001,+0.5SD ~ +1.5SD
763222,48113013725,Not Living Wage,Living Wage Occupations,1.8683289815,2.0750112682,+1.5SD ~ +2.5SD
764520,48113013726,Not Living Wage,Living Wage Occupations,1.1347716741,1.268154519,+0.5SD ~ +1.5SD
765818,48113013727,Not Living Wage,Living Wage Occupations,2.0383559745,2.2384070677,+1.5SD ~ +2.5SD
767116,48113013728,Not Living Wage,Living Wage Occupations,0.7233686794,0.8078357121,+0.5SD ~ +1.5SD
768414,48113013729,Not Living Wage,Living Wage Occupations,1.0240417925,1.1266913855,+0.5SD ~ +1.5SD
769712,48113013804,Not Living Wage,Living Wage Occupations,1.7475348189000002,1.8256763898,+1.5SD ~ +2.5SD
771010,48113013805,Not Living Wage,Living Wage Occupations,1.0891864183,1.2112725828,+0.5SD ~ +1.5SD
772308,48113013806,Not Living Wage,Living Wage Occupations,3.073052014,3.3624882392,>=+2.5SD
773606,48113013807,Not Living Wage,Living Wage Occupations,1.0262092111,1.1141108872,+0.5SD ~ +1.5SD
774904,48113013808,Not Living Wage,Living Wage Occupations,1.0329611167,1.1734099094000001,+0.5SD ~ +1.5SD
776202,48113013901,Not Living Wage,Living Wage Occupations,1.3762913582,1.5250772625,+0.5SD ~ +1.5SD
777500,48113014120,Not Living Wage,Living Wage Occupations,0.5154228176,0.5855923636,+0.5SD ~ +1.5SD
778798,48113014121,Not Living Wage,Living Wage Occupations,0.7065499657000001,0.7881887364,+0.5SD ~ +1.5SD
780096,48113014123,Not Living Wage,Living Wage Occupations,0.3431727617,0.3906155885,-0.5SD ~ +0.5SD
781394,48113014124,Not Living Wage,Living Wage Occupations,2.5065911579,2.8606195368,>=+2.5SD
782692,48113014126,Not Living Wage,Living Wage Occupations,1.610895009,1.7896666951,+1.5SD ~ +2.5SD
783990,48113014128,Not Living Wage,Living Wage Occupations,1.0043886372,0.9878715857,+0.5SD ~ +1.5SD
785288,48113014132,Not Living Wage,Living Wage Occupations,0.5144585345,0.48638627510000004,+0.5SD ~ +1.5SD
786586,48113014134,Not Living Wage,Living Wage Occupations,0.3724721736,0.41683478900000004,-0.5SD ~ +0.5SD
787884,48113014130,Not Living Wage,Living Wage Occupations,1.4859251492,1.5080784418,+0.5SD ~ +1.5SD
789182,48113014138,Not Living Wage,Living Wage Occupations,0.8522212472,0.9414567769000001,+0.5SD ~ +1.5SD
790480,48113014139,Not Living Wage,Living Wage Occupations,1.1513632444,1.1647530106,+0.5SD ~ +1.5SD
791778,48113014140,Not Living Wage,Living Wage Occupations,1.0096564468,1.0358722563,+0.5SD ~ +1.5SD
793076,48113014151,Not Living Wage,Living Wage Occupations,1.9467633325,2.1436162779,+1.5SD ~ +2.5SD
794374,48113014152,Not Living Wage,Living Wage Occupations,2.9228432692,3.1588480227,>=+2.5SD
795672,48113014153,Not Living Wage,Living Wage Occupations,1.1086639778,1.0519375007,+0.5SD ~ +1.5SD
796970,48113014154,Not Living Wage,Living Wage Occupations,1.1155993944,1.0601139414,+0.5SD ~ +1.5SD
798268,48113014155,Not Living Wage,Living Wage Occupations,0.569443365,0.5651420116,+0.5SD ~ +1.5SD
799566,48113014156,Not Living Wage,Living Wage Occupations,0.6902142691,0.766003463,+0.5SD ~ +1.5SD
800864,48113014157,Not Living Wage,Living Wage Occupations,0.2678929739,0.37462400230000004,-0.5SD ~ +0.5SD
802162,48113014158,Not Living Wage,Living Wage Occupations,1.2208046578,1.3392617078,+0.5SD ~ +1.5SD
803460,48113014309,Not Living Wage,Living Wage Occupations,1.0918962022,1.0048738579,+0.5SD ~ +1.5SD
804758,48113014602,Not Living Wage,Living Wage Occupations,1.0269813185,1.0433093387,+0.5SD ~ +1.5SD
806056,48113014159,Not Living Wage,Living Wage Occupations,2.2044077497,2.4005336341,+1.5SD ~ +2.5SD
807354,48113014160,Not Living Wage,Living Wage Occupations,0.9636977301,1.0199725173,+0.5SD ~ +1.5SD
808652,48113014161,Not Living Wage,Living Wage Occupations,1.2077395916,1.2567897099,+0.5SD ~ +1.5SD
809950,48113014203,Not Living Wage,Living Wage Occupations,1.4549643047,1.5364951614,+0.5SD ~ +1.5SD
811248,48113014204,Not Living Wage,Living Wage Occupations,1.0437628578,1.093359122,+0.5SD ~ +1.5SD
812546,48113014205,Not Living Wage,Living Wage Occupations,1.1031803394,1.2271573824,+0.5SD ~ +1.5SD
813844,48113014207,Not Living Wage,Living Wage Occupations,1.9738506947,2.1217925221,+1.5SD ~ +2.5SD
815142,48113014208,Not Living Wage,Living Wage Occupations,2.0537569893,2.1995671972,+1.5SD ~ +2.5SD
816440,48113014704,Not Living Wage,Living Wage Occupations,1.6682008074999999,1.816111448,+1.5SD ~ +2.5SD
817738,48113014903,Not Living Wage,Living Wage Occupations,0.6178339048,0.6427518586000001,+0.5SD ~ +1.5SD
819036,48113014209,Not Living Wage,Living Wage Occupations,1.6276798609,1.7004834487,+1.5SD ~ +2.5SD
820334,48113014306,Not Living Wage,Living Wage Occupations,0.9210979443,0.8452273152,+0.5SD ~ +1.5SD
821632,48113014308,Not Living Wage,Living Wage Occupations,1.350220644,1.3251086938,+0.5SD ~ +1.5SD
822930,48113014310,Not Living Wage,Living Wage Occupations,0.9164826372,0.8923737947,+0.5SD ~ +1.5SD
824228,48113014313,Not Living Wage,Living Wage Occupations,1.0899395371,1.2300398386,+0.5SD ~ +1.5SD
825526,48113014314,Not Living Wage,Living Wage Occupations,0.37547335400000004,0.4503623659,-0.5SD ~ +0.5SD
826824,48113014315,Not Living Wage,Living Wage Occupations,1.5392046771999999,1.441426065,+1.5SD ~ +2.5SD
828122,48113014316,Not Living Wage,Living Wage Occupations,1.2456152725,1.0956493228,+0.5SD ~ +1.5SD
829420,48113014317,Not Living Wage,Living Wage Occupations,1.1606588243,1.2501464501,+0.5SD ~ +1.5SD
830718,48113014318,Not Living Wage,Living Wage Occupations,0.8040147112,0.7764746157,+0.5SD ~ +1.5SD
832016,48113014319,Not Living Wage,Living Wage Occupations,0.9940035377,1.0598891809,+0.5SD ~ +1.5SD
833314,48113014320,Not Living Wage,Living Wage Occupations,0.843305415,0.9031569845,+0.5SD ~ +1.5SD
834612,48113014405,Not Living Wage,Living Wage Occupations,1.4219466306,1.3406409717,+0.5SD ~ +1.5SD
835910,48113014406,Not Living Wage,Living Wage Occupations,0.7585495106,0.7017353563000001,+0.5SD ~ +1.5SD
837208,48113014407,Not Living Wage,Living Wage Occupations,1.0952486887,1.0591090949,+0.5SD ~ +1.5SD
838506,48113014408,Not Living Wage,Living Wage Occupations,1.0902159558,1.0229835561,+0.5SD ~ +1.5SD
839804,48113014409,Not Living Wage,Living Wage Occupations,0.653091288,0.6756349045000001,+0.5SD ~ +1.5SD
841102,48113014410,Not Living Wage,Living Wage Occupations,1.2431232042,1.1965797767,+0.5SD ~ +1.5SD
842400,48113014501,Not Living Wage,Living Wage Occupations,1.2678772033,1.2490015286,+0.5SD ~ +1.5SD
843698,48113014502,Not Living Wage,Living Wage Occupations,0.9185406984000001,0.9144069640000001,+0.5SD ~ +1.5SD
844996,48113014601,Not Living Wage,Living Wage Occupations,1.5368719105,1.5139605455,+1.5SD ~ +2.5SD
846294,48113015002,Not Living Wage,Living Wage Occupations,0.0037631770000000004,0.051517644800000005,-0.5SD ~ +0.5SD
847592,48113015101,Not Living Wage,Living Wage Occupations,0.0503498001,0.0923142505,-0.5SD ~ +0.5SD
848890,48113015102,Not Living Wage,Living Wage Occupations,0.4279454393,0.4369217032,-0.5SD ~ +0.5SD
850188,48113015202,Not Living Wage,Living Wage Occupations,0.8220846807000001,0.7647600077000001,+0.5SD ~ +1.5SD
851486,48113015207,Not Living Wage,Living Wage Occupations,-0.1012061726,-0.0729270285,-0.5SD ~ +0.5SD
852784,48113015208,Not Living Wage,Living Wage Occupations,0.380869956,0.39671562260000004,-0.5SD ~ +0.5SD
854082,48113015303,Not Living Wage,Living Wage Occupations,1.1675205428,1.2651293167,+0.5SD ~ +1.5SD
855380,48113017815,Not Living Wage,Living Wage Occupations,0.12704347330000001,0.1315396096,-0.5SD ~ +0.5SD
856678,48113015304,Not Living Wage,Living Wage Occupations,0.24712454120000002,0.2665329779,-0.5SD ~ +0.5SD
857976,48113015306,Not Living Wage,Living Wage Occupations,-0.0050523883,0.026317499,-0.5SD ~ +0.5SD
859274,48113015403,Not Living Wage,Living Wage Occupations,0.47179226280000003,0.46352122030000004,-0.5SD ~ +0.5SD
860572,48113015404,Not Living Wage,Living Wage Occupations,0.8600149554000001,0.7979725655000001,+0.5SD ~ +1.5SD
861870,48113017816,Not Living Wage,Living Wage Occupations,0.011311785100000001,0.0537541989,-0.5SD ~ +0.5SD
863168,48113017817,Not Living Wage,Living Wage Occupations,0.0396309613,0.070602834,-0.5SD ~ +0.5SD
864466,48113015405,Not Living Wage,Living Wage Occupations,0.0485587393,0.0772530924,-0.5SD ~ +0.5SD
865764,48113015406,Not Living Wage,Living Wage Occupations,0.8436565168,0.8521401076,+0.5SD ~ +1.5SD
867062,48113015500,Not Living Wage,Living Wage Occupations,0.6174234133000001,0.6140477348,+0.5SD ~ +1.5SD
868360,48113015600,Not Living Wage,Living Wage Occupations,0.24259468350000002,0.25312546340000003,-0.5SD ~ +0.5SD
869658,48113015700,Not Living Wage,Living Wage Occupations,0.2678814169,0.2986917078,-0.5SD ~ +0.5SD
870956,48113015900,Not Living Wage,Living Wage Occupations,-0.488194257,-0.42836260340000004,-0.5SD ~ +0.5SD
872254,48113016001,Not Living Wage,Living Wage Occupations,0.09269147100000001,0.0911313087,-0.5SD ~ +0.5SD
873552,48113016410,Not Living Wage,Living Wage Occupations,0.0653029577,0.0662359364,-0.5SD ~ +0.5SD
874850,48113016002,Not Living Wage,Living Wage Occupations,0.0054829127,0.0067460443,-0.5SD ~ +0.5SD
876148,48113016100,Not Living Wage,Living Wage Occupations,0.3300501843,0.3990243861,-0.5SD ~ +0.5SD
877446,48113016201,Not Living Wage,Living Wage Occupations,-0.0898811669,-0.0826808698,-0.5SD ~ +0.5SD
878744,48113016203,Not Living Wage,Living Wage Occupations,0.1595261101,0.13233592500000002,-0.5SD ~ +0.5SD
880042,48113016204,Not Living Wage,Living Wage Occupations,0.0276126772,0.0254939352,-0.5SD ~ +0.5SD
881340,48113016301,Not Living Wage,Living Wage Occupations,-0.3262318221,-0.3074179509,-0.5SD ~ +0.5SD
882638,48113016302,Not Living Wage,Living Wage Occupations,-0.15665899120000001,-0.15585479970000002,-0.5SD ~ +0.5SD
883936,48113016406,Not Living Wage,Living Wage Occupations,0.24244262700000002,0.20512427760000002,-0.5SD ~ +0.5SD
885234,48113016407,Not Living Wage,Living Wage Occupations,-0.0003988904,-0.0207572866,-0.5SD ~ +0.5SD
886532,48113016409,Not Living Wage,Living Wage Occupations,0.0578839066,0.0499942457,-0.5SD ~ +0.5SD
887830,48113016412,Not Living Wage,Living Wage Occupations,-0.3413808634,-0.32142191540000004,-0.5SD ~ +0.5SD
889128,48113016414,Not Living Wage,Living Wage Occupations,0.22150601820000002,0.1969296952,-0.5SD ~ +0.5SD
890426,48113016415,Not Living Wage,Living Wage Occupations,-0.28252100750000003,-0.2685088409,-0.5SD ~ +0.5SD
891724,48113016416,Not Living Wage,Living Wage Occupations,-1.0912359142,-1.025935746,-1.5SD ~ -0.5SD
893022,48113016417,Not Living Wage,Living Wage Occupations,-0.41468256670000003,-0.39212792080000003,-0.5SD ~ +0.5SD
894320,48113016418,Not Living Wage,Living Wage Occupations,0.3809071135,0.34328474870000003,-0.5SD ~ +0.5SD
895618,48113016419,Not Living Wage,Living Wage Occupations,0.4612210593,0.4185095716,-0.5SD ~ +0.5SD
896916,48113016420,Not Living Wage,Living Wage Occupations,0.0534345798,0.0436712888,-0.5SD ~ +0.5SD
898214,48113016421,Not Living Wage,Living Wage Occupations,-0.0451218833,-0.0526267205,-0.5SD ~ +0.5SD
899512,48113016511,Not Living Wage,Living Wage Occupations,-0.34874391260000004,-0.2979833975,-0.5SD ~ +0.5SD
900810,48113016513,Not Living Wage,Living Wage Occupations,-0.060106427500000004,-0.030803455100000002,-0.5SD ~ +0.5SD
902108,48113016516,Not Living Wage,Living Wage Occupations,-0.0188319471,-0.0006251009,-0.5SD ~ +0.5SD
903406,48113016517,Not Living Wage,Living Wage Occupations,-0.06666039630000001,-0.042634442200000004,-0.5SD ~ +0.5SD
904704,48113016518,Not Living Wage,Living Wage Occupations,-0.1334270662,-0.1084328799,-0.5SD ~ +0.5SD
906002,48113016519,Not Living Wage,Living Wage Occupations,0.0353360515,0.07254194060000001,-0.5SD ~ +0.5SD
907300,48113016521,Not Living Wage,Living Wage Occupations,-0.33222225710000003,-0.2857696728,-0.5SD ~ +0.5SD
908598,48113017703,Not Living Wage,Living Wage Occupations,-0.193784284,-0.14750021770000002,-0.5SD ~ +0.5SD
909896,48113016522,Not Living Wage,Living Wage Occupations,-0.7109943284,-0.6832779955,-1.5SD ~ -0.5SD
911194,48113019048,Not Living Wage,Living Wage Occupations,-0.1076373822,-0.0621484909,-0.5SD ~ +0.5SD
912492,48113019049,Not Living Wage,Living Wage Occupations,-0.1120771555,-0.0662891989,-0.5SD ~ +0.5SD
913790,48113016524,Not Living Wage,Living Wage Occupations,-0.8363397461000001,-0.77764696,-1.5SD ~ -0.5SD
915088,48113016525,Not Living Wage,Living Wage Occupations,-1.1395860416,-1.0714626913,-1.5SD ~ -0.5SD
916386,48113016526,Not Living Wage,Living Wage Occupations,-0.2322564261,-0.18673485720000002,-0.5SD ~ +0.5SD
917684,48113016527,Not Living Wage,Living Wage Occupations,-0.888804142,-0.8280599621,-1.5SD ~ -0.5SD
918982,48113016607,Not Living Wage,Living Wage Occupations,0.274914916,0.26967525200000003,-0.5SD ~ +0.5SD
920280,48113016610,Not Living Wage,Living Wage Occupations,-0.2759962782,-0.24425638200000002,-0.5SD ~ +0.5SD
921578,48113016528,Not Living Wage,Living Wage Occupations,-0.5256091058,-0.4788101779,-1.5SD ~ -0.5SD
922876,48113016529,Not Living Wage,Living Wage Occupations,-0.6797089636,-0.6345292184,-1.5SD ~ -0.5SD
924174,48113016615,Not Living Wage,Living Wage Occupations,-0.6019500363,-0.5719377392,-1.5SD ~ -0.5SD
925472,48113016530,Not Living Wage,Living Wage Occupations,-0.5548403893,-0.5171740239,-1.5SD ~ -0.5SD
926770,48113016531,Not Living Wage,Living Wage Occupations,-0.5006345969,-0.4703960561,-1.5SD ~ -0.5SD
928068,48113016532,Not Living Wage,Living Wage Occupations,-0.1385743085,-0.1029703278,-0.5SD ~ +0.5SD
929366,48113016533,Not Living Wage,Living Wage Occupations,0.1538663894,0.2417847284,-0.5SD ~ +0.5SD
930664,48113016534,Not Living Wage,Living Wage Occupations,-0.15958758280000002,-0.1101198127,-0.5SD ~ +0.5SD
931962,48113016616,Not Living Wage,Living Wage Occupations,-0.8479184024,-0.7851199678,-1.5SD ~ -0.5SD
933260,48113016617,Not Living Wage,Living Wage Occupations,-0.5688328659,-0.5219223221,-1.5SD ~ -0.5SD
934558,48113016618,Not Living Wage,Living Wage Occupations,-0.5921541813,-0.5407963991,-1.5SD ~ -0.5SD
935856,48113016619,Not Living Wage,Living Wage Occupations,-0.565687197,-0.52190987,-1.5SD ~ -0.5SD
937154,48113016620,Not Living Wage,Living Wage Occupations,-0.4463264957,-0.3861664858,-0.5SD ~ +0.5SD
938452,48113016621,Not Living Wage,Living Wage Occupations,-0.5718094187,-0.5367181494000001,-1.5SD ~ -0.5SD
939750,48113016622,Not Living Wage,Living Wage Occupations,-0.7910641021,-0.735026599,-1.5SD ~ -0.5SD
941048,48113016623,Not Living Wage,Living Wage Occupations,-0.8454433445,-0.7840788911000001,-1.5SD ~ -0.5SD
942346,48113016624,Not Living Wage,Living Wage Occupations,-0.9384321142000001,-0.8760202458,-1.5SD ~ -0.5SD
943644,48113016626,Not Living Wage,Living Wage Occupations,-0.493044921,-0.4680709872,-0.5SD ~ +0.5SD
944942,48113016627,Not Living Wage,Living Wage Occupations,-0.6711947084000001,-0.6280547512,-1.5SD ~ -0.5SD
946240,48113016628,Not Living Wage,Living Wage Occupations,-0.7577279759000001,-0.7061917883000001,-1.5SD ~ -0.5SD
947538,48113016629,Not Living Wage,Living Wage Occupations,-0.309215883,-0.3004284714,-0.5SD ~ +0.5SD
948836,48113016630,Not Living Wage,Living Wage Occupations,-0.40877435910000004,-0.3927770766,-0.5SD ~ +0.5SD
950134,48113016631,Not Living Wage,Living Wage Occupations,-0.5783963584,-0.5300990803,-1.5SD ~ -0.5SD
951432,48113016632,Not Living Wage,Living Wage Occupations,-0.6918410251,-0.6361765354000001,-1.5SD ~ -0.5SD
952730,48113016637,Not Living Wage,Living Wage Occupations,-0.3154796808,-0.2831800766,-0.5SD ~ +0.5SD
954028,48113016638,Not Living Wage,Living Wage Occupations,-0.4258400301,-0.3869280733,-0.5SD ~ +0.5SD
955326,48113016704,Not Living Wage,Living Wage Occupations,-0.1350625829,-0.0680233376,-0.5SD ~ +0.5SD
956624,48113016706,Not Living Wage,Living Wage Occupations,-0.818278885,-0.7487320459,-1.5SD ~ -0.5SD
957922,48113016707,Not Living Wage,Living Wage Occupations,-0.7216378322,-0.6696418531,-1.5SD ~ -0.5SD
959220,48113016708,Not Living Wage,Living Wage Occupations,0.0921369083,0.1430922212,-0.5SD ~ +0.5SD
960518,48113016709,Not Living Wage,Living Wage Occupations,-0.16478993320000002,-0.1014853849,-0.5SD ~ +0.5SD
961816,48113016710,Not Living Wage,Living Wage Occupations,-0.4955728965,-0.4370567308,-0.5SD ~ +0.5SD
963114,48113016802,Not Living Wage,Living Wage Occupations,-1.0745954277,-1.0033477812,-1.5SD ~ -0.5SD
964412,48113016803,Not Living Wage,Living Wage Occupations,-0.9233187582,-0.8487366546,-1.5SD ~ -0.5SD
965710,48113016806,Not Living Wage,Living Wage Occupations,-0.8287364661000001,-0.766571077,-1.5SD ~ -0.5SD
967008,48113017005,Not Living Wage,Living Wage Occupations,-1.1078580325,-1.0203098838,-1.5SD ~ -0.5SD
968306,48113017006,Not Living Wage,Living Wage Occupations,-1.388427905,-1.2963490311,-1.5SD ~ -0.5SD
969604,48113017310,Not Living Wage,Living Wage Occupations,-0.9072211953,-0.8309142494,-1.5SD ~ -0.5SD
970902,48113016902,Not Living Wage,Living Wage Occupations,-0.5011746317,-0.4193295327,-1.5SD ~ -0.5SD
972200,48113016903,Not Living Wage,Living Wage Occupations,-0.8792460015,-0.7961703231,-1.5SD ~ -0.5SD
973498,48113017007,Not Living Wage,Living Wage Occupations,-1.1135550695,-1.040647491,-1.5SD ~ -0.5SD
974796,48113017008,Not Living Wage,Living Wage Occupations,-1.2131221375,-1.1318869853,-1.5SD ~ -0.5SD
976094,48113017009,Not Living Wage,Living Wage Occupations,-1.0868384449,-1.015978683,-1.5SD ~ -0.5SD
977392,48113017010,Not Living Wage,Living Wage Occupations,-0.903450419,-0.8460218658,-1.5SD ~ -0.5SD
978690,48113017101,Not Living Wage,Living Wage Occupations,-0.7655092360000001,-0.7103991225,-1.5SD ~ -0.5SD
979988,48113017102,Not Living Wage,Living Wage Occupations,-1.0102525942,-0.9485107752,-1.5SD ~ -0.5SD
981286,48113017201,Not Living Wage,Living Wage Occupations,-0.5650118243,-0.5035721282,-1.5SD ~ -0.5SD
982584,48113017203,Not Living Wage,Living Wage Occupations,-0.6568073611,-0.6064033295,-1.5SD ~ -0.5SD
983882,48113017307,Not Living Wage,Living Wage Occupations,-0.8179372924,-0.7525458255,-1.5SD ~ -0.5SD
985180,48113017308,Not Living Wage,Living Wage Occupations,-1.0029126255,-0.9330271081,-1.5SD ~ -0.5SD
986478,48113017309,Not Living Wage,Living Wage Occupations,-1.0452390433,-0.9720225574,-1.5SD ~ -0.5SD
987776,48113017311,Not Living Wage,Living Wage Occupations,-0.6417193621,-0.5883243785,-1.5SD ~ -0.5SD
989074,48113017312,Not Living Wage,Living Wage Occupations,-0.732896776,-0.6782918142000001,-1.5SD ~ -0.5SD
990372,48113018154,Not Living Wage,Living Wage Occupations,-0.7286583955,-0.6838862734000001,-1.5SD ~ -0.5SD
991670,48113017313,Not Living Wage,Living Wage Occupations,-1.0353177196,-0.9614466540000001,-1.5SD ~ -0.5SD
992968,48113017314,Not Living Wage,Living Wage Occupations,-0.9848809798,-0.9081735978000001,-1.5SD ~ -0.5SD
994266,48113017315,Not Living Wage,Living Wage Occupations,-0.8016669927000001,-0.7309344889,-1.5SD ~ -0.5SD
995564,48113017400,Not Living Wage,Living Wage Occupations,-0.5412573042000001,-0.4712780406,-1.5SD ~ -0.5SD
996862,48113017500,Not Living Wage,Living Wage Occupations,-0.5612025967000001,-0.48830559830000003,-1.5SD ~ -0.5SD
998160,48113017602,Not Living Wage,Living Wage Occupations,-0.30809106810000003,-0.2394234754,-0.5SD ~ +0.5SD
999458,48113017604,Not Living Wage,Living Wage Occupations,-0.5643947252,-0.5184128453,-1.5SD ~ -0.5SD
1000756,48113017605,Not Living Wage,Living Wage Occupations,-0.560114136,-0.5128757289,-1.5SD ~ -0.5SD
1002054,48113017606,Not Living Wage,Living Wage Occupations,-0.45629238390000004,-0.41476243100000004,-0.5SD ~ +0.5SD
1003352,48113017706,Not Living Wage,Living Wage Occupations,-0.658497051,-0.6025715022,-1.5SD ~ -0.5SD
1004650,48113017805,Not Living Wage,Living Wage Occupations,0.3035068529,0.37151383,-0.5SD ~ +0.5SD
1005948,48113017900,Not Living Wage,Living Wage Occupations,-0.0415059298,-0.0216134746,-0.5SD ~ +0.5SD
1007246,48113018001,Not Living Wage,Living Wage Occupations,-0.3375103735,-0.3075491486,-0.5SD ~ +0.5SD
1008544,48113018002,Not Living Wage,Living Wage Occupations,-0.2678250888,-0.2376764054,-0.5SD ~ +0.5SD
1009842,48113018105,Not Living Wage,Living Wage Occupations,-0.2651219693,-0.1878375108,-0.5SD ~ +0.5SD
1011140,48113018120,Not Living Wage,Living Wage Occupations,-0.4646303391,-0.4228313037,-0.5SD ~ +0.5SD
1012438,48113018121,Not Living Wage,Living Wage Occupations,-0.33655810080000004,-0.2765787596,-0.5SD ~ +0.5SD
1013736,48113018126,Not Living Wage,Living Wage Occupations,-0.30624754190000003,-0.2592283118,-0.5SD ~ +0.5SD
1015034,48113018127,Not Living Wage,Living Wage Occupations,-0.2674873102,-0.23096310720000002,-0.5SD ~ +0.5SD
1016332,48113018128,Not Living Wage,Living Wage Occupations,-0.3537789233,-0.3129385737,-0.5SD ~ +0.5SD
1017630,48113018129,Not Living Wage,Living Wage Occupations,-0.45385303530000004,-0.4180422709,-0.5SD ~ +0.5SD
1018928,48113018130,Not Living Wage,Living Wage Occupations,-0.3371094166,-0.2895531561,-0.5SD ~ +0.5SD
1020226,48113018132,Not Living Wage,Living Wage Occupations,-0.2560940679,-0.2271328842,-0.5SD ~ +0.5SD
1021524,48113018133,Not Living Wage,Living Wage Occupations,-0.2537311135,-0.1738497669,-0.5SD ~ +0.5SD
1022822,48113018134,Not Living Wage,Living Wage Occupations,-0.6277421666,-0.5896131211,-1.5SD ~ -0.5SD
1024120,48113018135,Not Living Wage,Living Wage Occupations,-0.7835869132000001,-0.7265696845,-1.5SD ~ -0.5SD
1025418,48113018137,Not Living Wage,Living Wage Occupations,-0.5696896611,-0.5213801742,-1.5SD ~ -0.5SD
1026716,48113018138,Not Living Wage,Living Wage Occupations,-0.014432290700000001,0.0086518322,-0.5SD ~ +0.5SD
1028014,48113018140,Not Living Wage,Living Wage Occupations,-0.4274103661,-0.3901836745,-0.5SD ~ +0.5SD
