tractid,frompre60,frompregravity,frompost60,frompostgravity,topre60,topregravity,topost60,topostgravity
36047029400,1248266.0,671.3198922792135,1375266.0,716.9461276696047,957026.0,879.5663377156434,1274576.0,990.080404376896
36047027900,3308760.0,1676.3437850348466,3419638.0,1714.2254624147058,2141074.0,1743.177405874036,2179297.0,1758.3744796420192
36047062600,488279.0,309.208467570781,506219.0,315.36824718510604,737267.0,618.1101431332496,832984.0,654.2910380440146
36047005100,3264963.0,1555.3667764280613,3288880.0,1563.2732227090528,1919237.0,1132.123838935219,2016659.0,1164.8329176006614
36047111800,1679678.0,747.1991194101392,2699511.0,1117.088644688901,1486748.0,1093.1800146407384,2031999.0,1339.0440374355803
36047021600,2816206.0,1714.7527828405682,3137406.0,1842.3932396202804,1430741.0,1154.0294242128562,1353325.0,1137.511490437669
36047020500,3714016.0,2521.603729531972,3802396.0,2551.603803327024,1967441.0,1718.7370414297584,1994825.0,1736.947604033741
36047015700,3553403.0,2172.676131253579,3574051.0,2182.611919676668,1987498.0,1671.4147205004072,2045730.0,1693.8553570468655
36047003300,4159661.0,4498.652474418895,4164533.0,4501.922259631149,3097990.0,2584.104495386352,3105906.0,2593.510441718359
36047009400,3095258.0,1640.658620214097,3203768.0,1687.4971868609828,990667.0,1062.847888014759,1709063.0,1419.596949252575
36047040800,1041441.0,605.9701414191388,1153667.0,648.1670466345583,963906.0,810.0753816690924,971260.0,813.2274367605137
36047050900,3930738.0,3148.712115516742,3940382.0,3152.289331502616,2567829.0,2020.1252846918997,2639255.0,2052.186263812314
36047026900,3758747.0,2204.3601692655266,3956987.0,2307.1236799476937,2148657.0,1796.3978256179607,2404419.0,1978.871077012133
36047045600,3042191.0,1478.826504773982,3604504.0,1884.3283370484896,1367966.0,1401.724390718981,2239294.0,2127.599410279251
36047035300,3550789.0,1931.979679104798,3669457.0,1980.986521698536,2401580.0,2256.4349243696497,2655529.0,2388.1630003935456
36047100600,631735.0,307.2331118598894,1193204.0,507.9973793328044,1191492.0,995.0188747187397,1803233.0,1249.8567639803518
36047040600,1115197.0,655.1155466135275,1256989.0,709.9704491928145,888389.0,809.4694158638539,1264406.0,948.8469515838658
36047084800,1428551.0,687.2921743279007,3067103.0,1297.1126551268196,1503324.0,1246.6805051412912,2075089.0,1585.1862707853634
36047056000,2215865.0,1071.5064714879156,2602592.0,1223.049402509115,1278353.0,1106.5751628042951,1790532.0,1322.2474778675228
36047023200,2174203.0,1423.5832884191325,2247628.0,1451.1867198890577,1098553.0,909.4029671874382,1157181.0,932.6540987962496
36047091600,2901669.0,1212.2276048666422,3276714.0,1391.629603989597,1788661.0,1401.2621350974182,2165180.0,1627.3689881640564
36047048900,3647214.0,2303.036600077043,3761502.0,2343.345032744264,2324283.0,1866.261949850182,2477683.0,1928.711931921982
36047010800,2633486.0,1254.7061148229357,2776772.0,1311.8089631936766,1411140.0,1237.5364549639874,1961272.0,1554.7752375455234
36047013300,3533262.0,2105.976160833234,3555314.0,2114.271178126347,2369223.0,1854.496840187486,2419475.0,1873.4105736882325
36047054500,3510798.0,1934.126264367026,3588792.0,1959.980254776168,2200195.0,1605.142430774036,2212985.0,1609.4090566285406
36047006200,2465234.0,1092.6179040955838,2585823.0,1136.7664178040975,1423057.0,1172.5480465974942,1706970.0,1302.8524354924216
36005014701,3040763.0,1522.5170063662808,3040763.0,1522.5170063662808,1487203.0,1316.47774632576,1487203.0,1316.47774632576
36005017901,3395309.0,1895.6499606928908,3395309.0,1895.6499606928908,1722345.0,1841.3050884820168,1722345.0,1841.3050884820168
36005018301,3383053.0,2078.2170387678057,3384357.0,2078.648113147971,1948228.0,1945.9166090257345,1951475.0,1946.9899974554864
36005022102,3291019.0,1780.3914285964156,3291019.0,1780.3914285964156,1829888.0,2009.9450826950183,1829888.0,2009.9450826950183
36005023703,2974570.0,1677.974396255276,2974570.0,1677.974396255276,1602479.0,1748.7896542968338,1602479.0,1748.7896542968338
36005026702,2643972.0,1170.4926871185571,2643972.0,1170.4926871185571,1350725.0,1181.6959413271031,1350725.0,1181.6959413271031
36005033201,1897064.0,969.8134572690416,1897064.0,969.8134572690416,1466419.0,1290.026727578402,1466419.0,1290.026727578402
36005040303,2816389.0,1285.0078800722126,2816389.0,1285.0078800722126,1416421.0,1530.1370665067495,1416421.0,1530.1370665067495
36005021700,3262445.0,1620.6470895522948,3262445.0,1620.6470895522948,1868688.0,1793.335028893761,1868996.0,1793.4368470755794
36005023702,3282053.0,1842.8590970733933,3282053.0,1842.8590970733933,1712261.0,1973.3893435746872,1712261.0,1973.3893435746872
36005040302,2919489.0,1498.1825602002295,2919489.0,1498.1825602002295,1370346.0,1479.417629044933,1370346.0,1479.417629044933
36005006300,3376597.0,1910.4182192854123,3376692.0,1910.44962424409,2005130.0,1614.404590878482,2005130.0,1614.404590878482
36005007600,2352758.0,1059.734859521623,2352758.0,1059.734859521623,1510045.0,1291.3330406818131,1510045.0,1291.3330406818131
36005009000,522380.0,379.3814430897305,522380.0,379.3814430897305,1370136.0,934.4944366909664,1370136.0,934.4944366909664
36005015900,3100135.0,1711.8547820484791,3100135.0,1711.8547820484791,1944250.0,1658.9085652950864,1948646.0,1660.3617884355822
36005005001,2832800.0,1273.4099733230055,2832800.0,1273.4099733230055,1148721.0,866.855209556709,1148721.0,866.855209556709
36047053700,3461742.0,2081.97506521492,3484596.0,2089.692049196146,2390364.0,1749.6759713631886,2397841.0,1757.303928110626
36047054700,3486590.0,2519.9993992649643,3567486.0,2547.858336108144,2223079.0,1520.1110055591994,2247666.0,1527.9588047633624
36047054800,2647527.0,1315.8041709030108,2966885.0,1443.7807894787911,1327182.0,1193.6071661958697,1670043.0,1331.1310696076412
36047053900,3435943.0,1907.12147145335,3440762.0,1908.7604021747047,2185311.0,1458.365723044504,2196087.0,1461.8299246565844
36047054300,3598617.0,1857.7804783002148,3602038.0,1858.6847982675647,2297256.0,1426.985214273429,2313711.0,1433.3292812053746
36047054400,2588272.0,1556.1764056495692,2917206.0,1693.0287899752002,1613630.0,1525.6943141212162,2096824.0,1754.0309851198024
36047054900,3737146.0,2887.403013879883,3793720.0,2907.0446586100124,2608565.0,2064.0118488567387,2625599.0,2071.054385041093
36047055000,2948252.0,1698.157913768899,3277730.0,1828.4123410780655,1372639.0,1429.433525968404,1958902.0,1680.2569405987313
36047055300,4137933.0,3865.213096856006,4186007.0,3883.778465570985,2791531.0,2302.002316868125,2860989.0,2332.1758811649797
36047055400,3107351.0,2121.248727445971,3422395.0,2251.2744420065424,1754150.0,1607.2810470035338,2202194.0,1821.9853441493888
