restractid,cat,wac
36005004100,WAC11-20,12135.0
36005004200,WAC11-20,4469.0
36005004300,WAC11-20,15423.0
36005004400,WAC11-20,5292.0
36005004600,WAC11-20,5580.0
36005004800,WAC11-20,3950.0
36005005001,WAC11-20,3076.0
36005005002,WAC11-20,3076.0
36005005100,WAC11-20,9310.0
36005005200,WAC11-20,4804.0
36005005300,WAC11-20,970.0
36005005400,WAC11-20,5076.0
36005005600,WAC11-20,6092.0
36005005902,WAC11-20,14778.0
36005006000,WAC11-20,11711.0
36005006100,WAC11-20,15790.0
36005006200,WAC11-20,6748.0
36005006300,WAC11-20,8912.0
36005006400,WAC11-20,4031.0
36005006500,WAC11-20,14371.0
36005006700,WAC11-20,11378.0
36005006800,WAC11-20,2772.0
36005006900,WAC11-20,17220.0
36005007000,WAC11-20,4727.0
36005007100,WAC11-20,16869.0
36005007200,WAC11-20,6798.0
36005007300,WAC11-20,19061.0
36005007400,WAC11-20,4786.0
36005007500,WAC11-20,14714.0
36005007600,WAC11-20,7190.0
36005007700,WAC11-20,18706.0
36005007800,WAC11-20,5877.0
36005007900,WAC11-20,14123.0
36005008300,WAC11-20,11324.0
36005008400,WAC11-20,2840.0
36005008500,WAC11-20,11440.0
36005008600,WAC11-20,4689.0
36005008700,WAC11-20,17038.0
36005008900,WAC11-20,12460.0
36005009000,WAC11-20,1605.0
36005009200,WAC11-20,10141.0
36005009300,WAC11-20,8933.0
36005009600,WAC11-20,5778.0
36005009800,WAC11-20,7083.0
36005011000,WAC11-20,1023.0
36005011502,WAC11-20,9773.0
36005011700,WAC11-20,11494.0
36005011800,WAC11-20,1182.0
36005011900,WAC11-20,9877.0
36005012101,WAC11-20,10880.0
36005012102,WAC11-20,9057.0
36005012300,WAC11-20,7946.0
36005012500,WAC11-20,11012.0
36005012701,WAC11-20,12620.0
36005012901,WAC11-20,19330.0
36005013000,WAC11-20,838.0
36005013100,WAC11-20,9805.0
36005013200,WAC11-20,729.0
36005013300,WAC11-20,13558.0
36005013500,WAC11-20,8551.0
36005013800,WAC11-20,705.0
36005014100,WAC11-20,19749.0
36005014300,WAC11-20,13533.0
36005014400,WAC11-20,1048.0
36005014500,WAC11-20,13717.0
36005014701,WAC11-20,7674.0
36005014702,WAC11-20,8950.0
36005014900,WAC11-20,10890.0
36005015100,WAC11-20,9480.0
36005015200,WAC11-20,2330.0
36005015300,WAC11-20,11324.0
36005015500,WAC11-20,8847.0
36005015700,WAC11-20,6733.0
36005015800,WAC11-20,2504.0
36005015900,WAC11-20,16005.0
36005016000,WAC11-20,2680.0
36005016100,WAC11-20,7667.0
36005016200,WAC11-20,2217.0
36005016300,WAC11-20,9397.0
36005016400,WAC11-20,3843.0
36005016500,WAC11-20,7493.0
36005016600,WAC11-20,2312.0
36005016700,WAC11-20,11483.0
36005016900,WAC11-20,9350.0
36005017100,WAC11-20,9326.0
36005017300,WAC11-20,15756.0
36005017500,WAC11-20,15466.0
36005017701,WAC11-20,14600.0
36005017702,WAC11-20,10085.0
36005017901,WAC11-20,6620.0
36005017902,WAC11-20,9852.0
36005018101,WAC11-20,7314.0
36005018102,WAC11-20,9727.0
36005018301,WAC11-20,10925.0
36005018302,WAC11-20,6679.0
36005018400,WAC11-20,4813.0
36005018500,WAC11-20,19219.0
36005018900,WAC11-20,4421.0
36005019300,WAC11-20,4256.0
36005019400,WAC11-20,8904.0
36005019500,WAC11-20,7751.0
36005019700,WAC11-20,8867.0
36005019900,WAC11-20,4609.0
36005020000,WAC11-20,14167.0
36005020100,WAC11-20,8689.0
36005020200,WAC11-20,5528.0
36005020400,WAC11-20,12394.0
36005020501,WAC11-20,10063.0
36005020502,WAC11-20,3384.0
36005020601,WAC11-20,9836.0
36005020900,WAC11-20,8607.0
36005021001,WAC11-20,8314.0
36005021002,WAC11-20,3650.0
36005021100,WAC11-20,9155.0
36005021200,WAC11-20,6018.0
36005021301,WAC11-20,12988.0
36005021302,WAC11-20,5223.0
36005021501,WAC11-20,14147.0
36005021502,WAC11-20,8127.0
36005021601,WAC11-20,11456.0
36005021602,WAC11-20,8145.0
36005021700,WAC11-20,8802.0
36005021800,WAC11-20,8069.0
36005021900,WAC11-20,10676.0
36005022000,WAC11-20,10414.0
36005022101,WAC11-20,5719.0
36005022102,WAC11-20,8106.0
36005022200,WAC11-20,9413.0
36005022300,WAC11-20,8723.0
36005022401,WAC11-20,8318.0
36005022403,WAC11-20,7134.0
36005022404,WAC11-20,5760.0
36005022500,WAC11-20,8814.0
36005022701,WAC11-20,7719.0
36005022702,WAC11-20,9711.0
36005022703,WAC11-20,9962.0
36005022800,WAC11-20,5619.0
36005022901,WAC11-20,6621.0
36005022902,WAC11-20,6802.0
36005023000,WAC11-20,8483.0
36005023100,WAC11-20,6874.0
36005023200,WAC11-20,6820.0
36005023301,WAC11-20,10884.0
36005023302,WAC11-20,7585.0
36005023501,WAC11-20,14445.0
36005023502,WAC11-20,17530.0
36005023600,WAC11-20,16683.0
36005023702,WAC11-20,17731.0
36005023703,WAC11-20,13801.0
36005023704,WAC11-20,18582.0
36005023800,WAC11-20,9672.0
36005023900,WAC11-20,20547.0
36005024000,WAC11-20,9226.0
36005024100,WAC11-20,14751.0
36005024300,WAC11-20,8589.0
36005024400,WAC11-20,14535.0
36005024501,WAC11-20,4837.0
36005024502,WAC11-20,5705.0
36005024600,WAC11-20,6682.0
36005024700,WAC11-20,3160.0
36005024800,WAC11-20,6610.0
36005024900,WAC11-20,4892.0
36005025000,WAC11-20,10797.0
36005025100,WAC11-20,5851.0
36005025200,WAC11-20,12992.0
36005025300,WAC11-20,17797.0
36005025400,WAC11-20,8667.0
36005025500,WAC11-20,14109.0
36005025600,WAC11-20,18097.0
36005025700,WAC11-20,17797.0
36005026100,WAC11-20,14775.0
36005026300,WAC11-20,15355.0
36005026400,WAC11-20,4270.0
36005026500,WAC11-20,12326.0
36005026601,WAC11-20,7664.0
36005026602,WAC11-20,4204.0
36005026701,WAC11-20,9576.0
36005026702,WAC11-20,7417.0
36005026900,WAC11-20,10126.0
36005027300,WAC11-20,7871.0
36005027401,WAC11-20,1044.0
36005027402,WAC11-20,436.0
36005027600,WAC11-20,3824.0
36005027700,WAC11-20,8329.0
36005027900,WAC11-20,6953.0
36005028100,WAC11-20,5247.0
36005028300,WAC11-20,11135.0
36005028400,WAC11-20,18873.0
36005028500,WAC11-20,11783.0
36005028600,WAC11-20,6390.0
36005028700,WAC11-20,9888.0
36005028800,WAC11-20,11772.0
36005028900,WAC11-20,12100.0
36005029301,WAC11-20,2332.0
36005029302,WAC11-20,5250.0
36005029500,WAC11-20,5930.0
36005029600,WAC11-20,14641.0
36005029700,WAC11-20,3834.0
36005030000,WAC11-20,5323.0
36005030100,WAC11-20,2876.0
36005030200,WAC11-20,4760.0
36005030701,WAC11-20,4305.0
36005030900,WAC11-20,1017.0
36005031000,WAC11-20,3180.0
36005031200,WAC11-20,9873.0
36005031400,WAC11-20,9356.0
36005031600,WAC11-20,2590.0
36005031800,WAC11-20,2524.0
36005031900,WAC11-20,5266.0
36005032300,WAC11-20,3824.0
36005032400,WAC11-20,6349.0
36005032600,WAC11-20,6794.0
36005032800,WAC11-20,6151.0
36005033000,WAC11-20,6031.0
36005033201,WAC11-20,7068.0
36005033202,WAC11-20,4701.0
36005033400,WAC11-20,5771.0
36005033500,WAC11-20,5438.0
36005033600,WAC11-20,4905.0
36005033700,WAC11-20,4535.0
36005033800,WAC11-20,4197.0
36005034000,WAC11-20,3862.0
36005034200,WAC11-20,4016.0
36005034300,WAC11-20,6381.0
36005034400,WAC11-20,5099.0
36005034500,WAC11-20,6785.0
36005034800,WAC11-20,2426.0
36005035000,WAC11-20,2938.0
36005035100,WAC11-20,3093.0
36005035600,WAC11-20,4495.0
36005035800,WAC11-20,3291.0
36005035900,WAC11-20,6496.0
36005036000,WAC11-20,11400.0
36005036100,WAC11-20,5998.0
36005036300,WAC11-20,7212.0
36005036400,WAC11-20,2963.0
36005036501,WAC11-20,9112.0
36005036502,WAC11-20,6127.0
36005036700,WAC11-20,5202.0
36005036800,WAC11-20,4675.0
36005036901,WAC11-20,8158.0
36005036902,WAC11-20,7713.0
36005037000,WAC11-20,4761.0
36005037100,WAC11-20,9168.0
36005037200,WAC11-20,4538.0
36005037300,WAC11-20,10556.0
36005037400,WAC11-20,5111.0
36005037504,WAC11-20,13364.0
36005037600,WAC11-20,4052.0
36005037800,WAC11-20,4893.0
36005037900,WAC11-20,16984.0
36005038000,WAC11-20,4802.0
36005038100,WAC11-20,12546.0
36005038200,WAC11-20,3078.0
36005038301,WAC11-20,19261.0
36005038302,WAC11-20,18079.0
36005038500,WAC11-20,16893.0
36005038600,WAC11-20,2424.0
36005038700,WAC11-20,17457.0
36005038800,WAC11-20,3783.0
36005038900,WAC11-20,16231.0
36005039000,WAC11-20,4290.0
36005039100,WAC11-20,9306.0
36005039200,WAC11-20,5230.0
36005039300,WAC11-20,12421.0
36005039400,WAC11-20,5273.0
36005039500,WAC11-20,13158.0
36005039600,WAC11-20,7520.0
36005039700,WAC11-20,18029.0
36005039800,WAC11-20,2419.0
36005039901,WAC11-20,17924.0
36005039902,WAC11-20,17690.0
36005040100,WAC11-20,13681.0
36005040302,WAC11-20,13013.0
36005040303,WAC11-20,10630.0
36005040304,WAC11-20,17237.0
36005040400,WAC11-20,2823.0
36005040501,WAC11-20,12332.0
36005040502,WAC11-20,12936.0
36005040600,WAC11-20,5751.0
36005040701,WAC11-20,23612.0
36005040702,WAC11-20,10091.0
36005040800,WAC11-20,3629.0
36005040900,WAC11-20,20467.0
36005041100,WAC11-20,22645.0
36005041300,WAC11-20,23839.0
36005041400,WAC11-20,7687.0
36005041500,WAC11-20,3184.0
36005041800,WAC11-20,6480.0
36005041900,WAC11-20,3846.0
36005042000,WAC11-20,4584.0
36005042100,WAC11-20,3130.0
36005042200,WAC11-20,5868.0
36005042300,WAC11-20,16038.0
36005042400,WAC11-20,4884.0
36005042500,WAC11-20,19688.0
36005042600,WAC11-20,3771.0
36005042800,WAC11-20,4720.0
36005042901,WAC11-20,15815.0
36005042902,WAC11-20,15964.0
36005043000,WAC11-20,6704.0
36005043100,WAC11-20,4792.0
36005043400,WAC11-20,8384.0
36005043500,WAC11-20,4683.0
36005043600,WAC11-20,9453.0
36005044200,WAC11-20,4048.0
36005044400,WAC11-20,4714.0
36005044800,WAC11-20,2369.0
36005044901,WAC11-20,3981.0
36005044902,WAC11-20,5719.0
36005045101,WAC11-20,6202.0
36005045102,WAC11-20,2621.0
36005045600,WAC11-20,3914.0
36005045800,WAC11-20,2261.0
36005046000,WAC11-20,2457.0
36005046201,WAC11-20,4625.0
36005046202,WAC11-20,3564.0
36005048400,WAC11-20,3712.0
36005050400,WAC11-20,1152.0
36005051600,WAC11-20,762.0
36047000100,WAC11-20,64960.0
36047000200,WAC11-20,7744.0
36047000301,WAC11-20,32126.0
36047000501,WAC11-20,155099.0
36047000502,WAC11-20,73900.0
36047000700,WAC11-20,37990.0
36047000900,WAC11-20,35695.0
36047001100,WAC11-20,131452.0
36047001300,WAC11-20,47966.0
36047001500,WAC11-20,45000.0
36047001800,WAC11-20,13696.0
36047002000,WAC11-20,11536.0
36047002100,WAC11-20,28359.0
36047002200,WAC11-20,7162.0
36047002300,WAC11-20,33631.0
36047002901,WAC11-20,32648.0
36047003000,WAC11-20,1986.0
36047003100,WAC11-20,41752.0
36047003300,WAC11-20,44759.0
36047003400,WAC11-20,2394.0
36047003500,WAC11-20,40541.0
36047003600,WAC11-20,1983.0
36047003700,WAC11-20,46855.0
36047003800,WAC11-20,1421.0
36047003900,WAC11-20,45600.0
36047004100,WAC11-20,50638.0
36047004300,WAC11-20,50210.0
36047004400,WAC11-20,3074.0
36047004500,WAC11-20,20022.0
36047004600,WAC11-20,4696.0
36047004700,WAC11-20,19255.0
36047004900,WAC11-20,22425.0
36047005000,WAC11-20,4565.0
36047005100,WAC11-20,5118.0
36047005201,WAC11-20,3275.0
36047005202,WAC11-20,2468.0
36047005300,WAC11-20,5605.0
36047005400,WAC11-20,3042.0
36047005601,WAC11-20,4558.0
36047005602,WAC11-20,4755.0
36047005800,WAC11-20,5774.0
36047005900,WAC11-20,6494.0
36047006000,WAC11-20,4965.0
36047006200,WAC11-20,6547.0
36047006300,WAC11-20,6261.0
36047006400,WAC11-20,5168.0
36047006500,WAC11-20,4988.0
36047006600,WAC11-20,3761.0
36047006700,WAC11-20,11109.0
36047006800,WAC11-20,3714.0
36047006900,WAC11-20,43137.0
36047007000,WAC11-20,6081.0
36047007100,WAC11-20,31123.0
36047007200,WAC11-20,21612.0
36047007400,WAC11-20,23772.0
36047007500,WAC11-20,21106.0
36047007600,WAC11-20,16552.0
36047007700,WAC11-20,16179.0
36047007800,WAC11-20,25278.0
36047008000,WAC11-20,24679.0
36047008200,WAC11-20,10014.0
36047008400,WAC11-20,16688.0
36047008500,WAC11-20,5144.0
36047008600,WAC11-20,9487.0
36047008800,WAC11-20,15872.0
36047009000,WAC11-20,20551.0
36047009200,WAC11-20,21296.0
36047009400,WAC11-20,15376.0
36047009600,WAC11-20,19453.0
36047009800,WAC11-20,26962.0
36047010000,WAC11-20,18889.0
36047010100,WAC11-20,7296.0
36047010200,WAC11-20,11813.0
36047010400,WAC11-20,22561.0
36047010600,WAC11-20,17937.0
36047010800,WAC11-20,16353.0
36047011000,WAC11-20,31770.0
36047011200,WAC11-20,16567.0
36047011400,WAC11-20,18274.0
36047011600,WAC11-20,29716.0
36047011700,WAC11-20,10419.0
36047011800,WAC11-20,7158.0
36047011900,WAC11-20,10922.0
36047012000,WAC11-20,7418.0
36047012100,WAC11-20,21184.0
36047012200,WAC11-20,12915.0
36047012600,WAC11-20,8511.0
36047012700,WAC11-20,27433.0
36047012801,WAC11-20,10281.0
36047012901,WAC11-20,45469.0
36047012902,WAC11-20,30989.0
36047013000,WAC11-20,6615.0
36047013100,WAC11-20,26870.0
36047013200,WAC11-20,10104.0
36047013300,WAC11-20,20613.0
36047013400,WAC11-20,5467.0
36047013500,WAC11-20,16902.0
36047013600,WAC11-20,7437.0
36047013700,WAC11-20,17502.0
36047013800,WAC11-20,7493.0
36047013900,WAC11-20,17516.0
36047014000,WAC11-20,5827.0
36047014100,WAC11-20,16960.0
36047014200,WAC11-20,7513.0
36047014300,WAC11-20,10114.0
36047014500,WAC11-20,6282.0
36047014700,WAC11-20,13951.0
36047014800,WAC11-20,6345.0
36047014900,WAC11-20,13716.0
36047015000,WAC11-20,6573.0
36047015100,WAC11-20,10696.0
36047015200,WAC11-20,5628.0
36047015300,WAC11-20,11240.0
36047015400,WAC11-20,5976.0
36047015500,WAC11-20,10214.0
36047015700,WAC11-20,15470.0
36047015900,WAC11-20,22033.0
36047016000,WAC11-20,5032.0
36047016100,WAC11-20,33724.0
36047016200,WAC11-20,4896.0
36047016300,WAC11-20,13100.0
36047016400,WAC11-20,5406.0
36047016500,WAC11-20,17021.0
36047016600,WAC11-20,6253.0
36047016700,WAC11-20,11783.0
36047016800,WAC11-20,1332.0
36047016900,WAC11-20,14742.0
36047017000,WAC11-20,3980.0
36047017100,WAC11-20,1966.0
36047017200,WAC11-20,4388.0
36047017400,WAC11-20,4440.0
36047017500,WAC11-20,7885.0
36047017600,WAC11-20,3940.0
36047017700,WAC11-20,11785.0
36047017800,WAC11-20,5413.0
36047017900,WAC11-20,35310.0
36047018000,WAC11-20,5540.0
36047018100,WAC11-20,32794.0
36047018200,WAC11-20,5673.0
36047018300,WAC11-20,37500.0
36047018400,WAC11-20,4845.0
36047018501,WAC11-20,27900.0
36047018600,WAC11-20,4939.0
36047018700,WAC11-20,12333.0
36047018800,WAC11-20,5649.0
36047019000,WAC11-20,22761.0
36047019100,WAC11-20,13969.0
36047019200,WAC11-20,21772.0
36047019300,WAC11-20,11004.0
36047019400,WAC11-20,13501.0
36047019500,WAC11-20,23984.0
36047019600,WAC11-20,11387.0
36047019700,WAC11-20,41158.0
36047019800,WAC11-20,5649.0
36047019900,WAC11-20,23470.0
36047020000,WAC11-20,3544.0
36047020100,WAC11-20,11534.0
36047020200,WAC11-20,3544.0
36047020300,WAC11-20,8028.0
36047020400,WAC11-20,7810.0
36047020500,WAC11-20,13146.0
36047020600,WAC11-20,9809.0
36047020700,WAC11-20,8205.0
36047020800,WAC11-20,4318.0
36047021000,WAC11-20,6276.0
36047021100,WAC11-20,17653.0
36047021200,WAC11-20,19570.0
36047021300,WAC11-20,6295.0
36047021400,WAC11-20,25013.0
36047021500,WAC11-20,9198.0
36047021600,WAC11-20,30947.0
36047021700,WAC11-20,10652.0
36047021800,WAC11-20,22618.0
36047021900,WAC11-20,11594.0
36047022000,WAC11-20,25521.0
36047022100,WAC11-20,7701.0
36047022200,WAC11-20,31120.0
36047022400,WAC11-20,26267.0
36047022600,WAC11-20,14883.0
36047022700,WAC11-20,10431.0
36047022800,WAC11-20,15734.0
36047022900,WAC11-20,15449.0
36047023000,WAC11-20,15110.0
36047023100,WAC11-20,8236.0
36047023200,WAC11-20,23756.0
36047023300,WAC11-20,20554.0
36047023400,WAC11-20,30317.0
36047023500,WAC11-20,15529.0
36047023600,WAC11-20,26596.0
36047023800,WAC11-20,22059.0
36047024000,WAC11-20,21287.0
36047024100,WAC11-20,18356.0
36047024200,WAC11-20,18476.0
36047024300,WAC11-20,19885.0
36047024400,WAC11-20,27757.0
36047024500,WAC11-20,11233.0
36047024600,WAC11-20,23966.0
36047024700,WAC11-20,19812.0
36047024800,WAC11-20,17230.0
36047024900,WAC11-20,4625.0
36047025000,WAC11-20,9353.0
36047025100,WAC11-20,13867.0
36047025200,WAC11-20,14809.0
36047025300,WAC11-20,18049.0
36047025400,WAC11-20,19643.0
36047025500,WAC11-20,15286.0
36047025600,WAC11-20,15237.0
36047025700,WAC11-20,16539.0
36047025800,WAC11-20,7656.0
36047025901,WAC11-20,18939.0
36047025902,WAC11-20,17429.0
36047026000,WAC11-20,8618.0
36047026100,WAC11-20,12326.0
36047026200,WAC11-20,23216.0
36047026300,WAC11-20,7740.0
36047026400,WAC11-20,8330.0
36047026500,WAC11-20,8275.0
36047026600,WAC11-20,7398.0
36047026700,WAC11-20,8292.0
36047026800,WAC11-20,9537.0
36047026900,WAC11-20,7765.0
36047027000,WAC11-20,20721.0
36047027100,WAC11-20,6590.0
36047027200,WAC11-20,11276.0
36047027300,WAC11-20,6550.0
36047027400,WAC11-20,7308.0
36047027500,WAC11-20,9520.0
36047027600,WAC11-20,9034.0
36047027700,WAC11-20,9386.0
36047027800,WAC11-20,9364.0
36047027900,WAC11-20,7634.0
36047028000,WAC11-20,4395.0
36047028100,WAC11-20,8599.0
36047028200,WAC11-20,5286.0
36047028300,WAC11-20,14178.0
36047028400,WAC11-20,10591.0
36047028501,WAC11-20,17575.0
36047028502,WAC11-20,16399.0
36047028600,WAC11-20,6557.0
36047028700,WAC11-20,6512.0
36047028800,WAC11-20,12075.0
36047028900,WAC11-20,8433.0
36047029000,WAC11-20,16503.0
36047029100,WAC11-20,6725.0
36047029200,WAC11-20,8907.0
36047029300,WAC11-20,7620.0
36047029400,WAC11-20,6983.0
36047029500,WAC11-20,8958.0
36047029600,WAC11-20,16031.0
36047029700,WAC11-20,7784.0
36047029800,WAC11-20,8173.0
36047029900,WAC11-20,5966.0
36047030000,WAC11-20,8171.0
36047030100,WAC11-20,3113.0
36047030200,WAC11-20,8171.0
36047030300,WAC11-20,4581.0
36047030400,WAC11-20,8939.0
36047030500,WAC11-20,5183.0
36047030600,WAC11-20,5958.0
36047030700,WAC11-20,6291.0
36047030800,WAC11-20,3101.0
36047030900,WAC11-20,5029.0
36047031100,WAC11-20,7867.0
36047031300,WAC11-20,7588.0
36047031400,WAC11-20,9123.0
36047031500,WAC11-20,8937.0
36047031701,WAC11-20,8052.0
36047031702,WAC11-20,11256.0
36047031900,WAC11-20,6517.0
36047032100,WAC11-20,5234.0
36047032300,WAC11-20,8872.0
36047032500,WAC11-20,12409.0
36047032600,WAC11-20,4646.0
36047032700,WAC11-20,6021.0
36047032800,WAC11-20,2443.0
36047032900,WAC11-20,6520.0
36047033000,WAC11-20,2822.0
36047033100,WAC11-20,6886.0
36047033300,WAC11-20,3955.0
36047033500,WAC11-20,4126.0
36047033600,WAC11-20,549.0
36047033700,WAC11-20,7242.0
36047033900,WAC11-20,5428.0
36047034000,WAC11-20,3515.0
36047034100,WAC11-20,5903.0
36047034200,WAC11-20,2414.0
36047034300,WAC11-20,6519.0
36047034500,WAC11-20,6615.0
36047034700,WAC11-20,8656.0
36047034800,WAC11-20,11509.0
36047034900,WAC11-20,7732.0
36047035000,WAC11-20,9108.0
36047035100,WAC11-20,10234.0
36047035200,WAC11-20,4296.0
36047035300,WAC11-20,6538.0
36047035400,WAC11-20,8978.0
36047035500,WAC11-20,7932.0
36047035601,WAC11-20,9557.0
36047035602,WAC11-20,8386.0
36047035700,WAC11-20,6229.0
36047035900,WAC11-20,7887.0
36047036001,WAC11-20,7679.0
36047036002,WAC11-20,19411.0
36047036100,WAC11-20,5846.0
36047036200,WAC11-20,7861.0
36047036300,WAC11-20,7703.0
36047036400,WAC11-20,5756.0
36047036501,WAC11-20,9751.0
36047036502,WAC11-20,6545.0
36047036600,WAC11-20,11934.0
36047036700,WAC11-20,6778.0
36047036900,WAC11-20,7345.0
36047037000,WAC11-20,18666.0
36047037100,WAC11-20,5133.0
36047037300,WAC11-20,6796.0
36047037401,WAC11-20,10219.0
36047037402,WAC11-20,7414.0
36047037500,WAC11-20,2813.0
36047037700,WAC11-20,5066.0
36047037900,WAC11-20,7496.0
36047038100,WAC11-20,6431.0
36047038200,WAC11-20,6369.0
36047038300,WAC11-20,8227.0
36047038500,WAC11-20,4437.0
36047038600,WAC11-20,4402.0
36047038700,WAC11-20,6078.0
36047038800,WAC11-20,7143.0
36047038900,WAC11-20,9993.0
36047039000,WAC11-20,12967.0
36047039100,WAC11-20,13271.0
36047039200,WAC11-20,27816.0
36047039300,WAC11-20,12733.0
36047039400,WAC11-20,18113.0
36047039500,WAC11-20,6619.0
36047039600,WAC11-20,9200.0
36047039700,WAC11-20,6063.0
36047039800,WAC11-20,6267.0
36047039900,WAC11-20,3144.0
36047040000,WAC11-20,8591.0
36047040100,WAC11-20,6567.0
36047040200,WAC11-20,6066.0
36047040300,WAC11-20,7873.0
36047040400,WAC11-20,7233.0
36047040500,WAC11-20,15382.0
36047040600,WAC11-20,8076.0
36047040700,WAC11-20,5824.0
36047040800,WAC11-20,8055.0
36047040900,WAC11-20,7117.0
36047041000,WAC11-20,5011.0
36047041100,WAC11-20,10899.0
36047041200,WAC11-20,19190.0
36047041300,WAC11-20,7167.0
36047041401,WAC11-20,15382.0
36047041402,WAC11-20,11558.0
36047041500,WAC11-20,7810.0
36047041600,WAC11-20,32225.0
36047041700,WAC11-20,8950.0
36047041800,WAC11-20,23509.0
36047041900,WAC11-20,9342.0
36047042000,WAC11-20,24889.0
36047042100,WAC11-20,14622.0
36047042200,WAC11-20,11158.0
36047042300,WAC11-20,12241.0
36047042400,WAC11-20,6476.0
36047042500,WAC11-20,8822.0
36047042600,WAC11-20,19253.0
36047042700,WAC11-20,11426.0
36047042800,WAC11-20,10595.0
36047042900,WAC11-20,13968.0
36047043000,WAC11-20,8556.0
36047043100,WAC11-20,14372.0
36047043200,WAC11-20,19871.0
36047043300,WAC11-20,11417.0
36047043400,WAC11-20,7085.0
36047043500,WAC11-20,6673.0
36047043600,WAC11-20,9695.0
36047043700,WAC11-20,8487.0
36047043800,WAC11-20,9902.0
36047043900,WAC11-20,11546.0
36047044000,WAC11-20,18802.0
36047044100,WAC11-20,7815.0
36047044200,WAC11-20,23053.0
36047044300,WAC11-20,16115.0
36047044400,WAC11-20,19310.0
36047044500,WAC11-20,14649.0
36047044600,WAC11-20,20549.0
36047044700,WAC11-20,15178.0
36047044800,WAC11-20,12527.0
36047044900,WAC11-20,7683.0
36047045000,WAC11-20,16687.0
36047045200,WAC11-20,20033.0
36047045300,WAC11-20,11087.0
36047045400,WAC11-20,23364.0
36047045600,WAC11-20,15735.0
36047045800,WAC11-20,17203.0
36047046000,WAC11-20,15752.0
36047046201,WAC11-20,13995.0
36047046202,WAC11-20,15923.0
36047046400,WAC11-20,13959.0
36047046800,WAC11-20,11040.0
36047047000,WAC11-20,13540.0
36047047200,WAC11-20,15550.0
36047047400,WAC11-20,16987.0
36047047600,WAC11-20,12700.0
36047047700,WAC11-20,7287.0
36047047800,WAC11-20,14669.0
36047048000,WAC11-20,10946.0
36047048100,WAC11-20,11654.0
36047048200,WAC11-20,14804.0
36047048400,WAC11-20,10608.0
36047048500,WAC11-20,16811.0
36047048600,WAC11-20,19036.0
36047048800,WAC11-20,17552.0
36047048900,WAC11-20,9258.0
36047049000,WAC11-20,15052.0
36047049100,WAC11-20,14319.0
36047049200,WAC11-20,9007.0
36047049300,WAC11-20,29251.0
36047049400,WAC11-20,16008.0
36047049500,WAC11-20,24772.0
36047049600,WAC11-20,12550.0
36047049700,WAC11-20,20401.0
36047049800,WAC11-20,15709.0
36047049900,WAC11-20,14045.0
36047050000,WAC11-20,14613.0
36047050100,WAC11-20,8296.0
36047050202,WAC11-20,10276.0
36047050300,WAC11-20,15956.0
36047050400,WAC11-20,12011.0
36047050500,WAC11-20,34838.0
36047050600,WAC11-20,18647.0
36047050700,WAC11-20,14682.0
36047050801,WAC11-20,7069.0
36047050803,WAC11-20,7172.0
36047050804,WAC11-20,8570.0
36047050900,WAC11-20,12470.0
36047051001,WAC11-20,6888.0
36047051002,WAC11-20,7313.0
36047051100,WAC11-20,27854.0
36047051200,WAC11-20,8493.0
36047051300,WAC11-20,28982.0
36047051400,WAC11-20,7470.0
36047051500,WAC11-20,13142.0
36047051601,WAC11-20,10527.0
36047051602,WAC11-20,9696.0
36047051700,WAC11-20,29453.0
36047051800,WAC11-20,6150.0
36047051900,WAC11-20,30118.0
36047052000,WAC11-20,7995.0
36047052300,WAC11-20,23827.0
36047052500,WAC11-20,20905.0
36047052600,WAC11-20,15842.0
36047052700,WAC11-20,25839.0
36047052800,WAC11-20,13527.0
36047052900,WAC11-20,24237.0
36047053000,WAC11-20,16979.0
36047053100,WAC11-20,17460.0
36047053200,WAC11-20,23064.0
36047053300,WAC11-20,22545.0
36047053400,WAC11-20,21476.0
36047053500,WAC11-20,21525.0
36047053700,WAC11-20,13301.0
36047053800,WAC11-20,25008.0
36047053900,WAC11-20,14321.0
36047054200,WAC11-20,25573.0
36047054300,WAC11-20,9759.0
36047054400,WAC11-20,22033.0
36047054500,WAC11-20,19794.0
36047054600,WAC11-20,20165.0
36047054700,WAC11-20,12463.0
36047054800,WAC11-20,17124.0
36047054900,WAC11-20,14449.0
36047055000,WAC11-20,22733.0
36047055100,WAC11-20,14992.0
36047055200,WAC11-20,22322.0
36047055300,WAC11-20,33408.0
36047055400,WAC11-20,25320.0
36047055500,WAC11-20,16029.0
36047055600,WAC11-20,20491.0
36047055700,WAC11-20,7658.0
36047055800,WAC11-20,12961.0
36047056000,WAC11-20,21797.0
36047056100,WAC11-20,10217.0
36047056200,WAC11-20,9796.0
36047056300,WAC11-20,5382.0
36047056400,WAC11-20,16592.0
36047056500,WAC11-20,9558.0
36047056600,WAC11-20,8818.0
36047056800,WAC11-20,7830.0
36047056900,WAC11-20,31626.0
36047057000,WAC11-20,4122.0
36047057100,WAC11-20,12073.0
36047057200,WAC11-20,3295.0
36047057300,WAC11-20,6859.0
36047057400,WAC11-20,9763.0
36047057500,WAC11-20,17414.0
36047057600,WAC11-20,9028.0
36047057800,WAC11-20,17714.0
36047057900,WAC11-20,12862.0
36047058000,WAC11-20,29260.0
36047058200,WAC11-20,30753.0
36047058400,WAC11-20,12825.0
36047058600,WAC11-20,22231.0
