restractid,cat,wac
36005003800,WAC31-40,48455.0
36005003900,WAC31-40,489313.0
36005004001,WAC31-40,49942.0
36005004100,WAC31-40,249687.0
36005004200,WAC31-40,56104.0
36005004300,WAC31-40,203429.0
36005004400,WAC31-40,61781.0
36005004600,WAC31-40,80058.0
36005004800,WAC31-40,80489.0
36005005001,WAC31-40,83551.0
36005005002,WAC31-40,83551.0
36005005100,WAC31-40,506856.0
36005005200,WAC31-40,84170.0
36005005300,WAC31-40,72036.0
36005005400,WAC31-40,97691.0
36005005600,WAC31-40,83489.0
36005005902,WAC31-40,243954.0
36005006000,WAC31-40,100490.0
36005006100,WAC31-40,354539.0
36005006200,WAC31-40,83196.0
36005006300,WAC31-40,254539.0
36005006400,WAC31-40,69397.0
36005006500,WAC31-40,496944.0
36005006700,WAC31-40,179166.0
36005006800,WAC31-40,66844.0
36005006900,WAC31-40,171056.0
36005007000,WAC31-40,60669.0
36005007100,WAC31-40,261024.0
36005007200,WAC31-40,68939.0
36005007300,WAC31-40,200863.0
36005007400,WAC31-40,28520.0
36005007500,WAC31-40,127618.0
36005007600,WAC31-40,70585.0
36005007700,WAC31-40,139542.0
36005007800,WAC31-40,48529.0
36005007900,WAC31-40,150340.0
36005008300,WAC31-40,166751.0
36005008400,WAC31-40,25103.0
36005008500,WAC31-40,126765.0
36005008600,WAC31-40,28954.0
36005008700,WAC31-40,165606.0
36005008900,WAC31-40,129621.0
36005009000,WAC31-40,23276.0
36005009200,WAC31-40,68392.0
36005009300,WAC31-40,64420.0
36005009600,WAC31-40,59296.0
36005009800,WAC31-40,34212.0
36005011000,WAC31-40,9825.0
36005011502,WAC31-40,131395.0
36005011700,WAC31-40,121989.0
36005011800,WAC31-40,8508.0
36005011900,WAC31-40,144921.0
36005012101,WAC31-40,113673.0
36005012102,WAC31-40,139813.0
36005012300,WAC31-40,118125.0
36005012500,WAC31-40,111480.0
36005012701,WAC31-40,128583.0
36005012901,WAC31-40,114772.0
36005013000,WAC31-40,10182.0
36005013100,WAC31-40,87425.0
36005013200,WAC31-40,8731.0
36005013300,WAC31-40,91180.0
36005013500,WAC31-40,68746.0
36005013800,WAC31-40,4669.0
36005014100,WAC31-40,167100.0
36005014300,WAC31-40,97935.0
36005014400,WAC31-40,11691.0
36005014500,WAC31-40,96299.0
36005014701,WAC31-40,71630.0
36005014702,WAC31-40,56339.0
36005014900,WAC31-40,91878.0
36005015100,WAC31-40,95784.0
36005015200,WAC31-40,26635.0
36005015300,WAC31-40,99605.0
36005015500,WAC31-40,126311.0
36005015700,WAC31-40,101505.0
36005015800,WAC31-40,20491.0
36005015900,WAC31-40,157776.0
36005016000,WAC31-40,26657.0
36005016100,WAC31-40,135114.0
36005016200,WAC31-40,24984.0
36005016300,WAC31-40,91426.0
36005016400,WAC31-40,31836.0
36005016500,WAC31-40,57073.0
36005016600,WAC31-40,30905.0
36005016700,WAC31-40,45175.0
36005016900,WAC31-40,52766.0
36005017100,WAC31-40,68208.0
36005017300,WAC31-40,163176.0
36005017500,WAC31-40,102477.0
36005017701,WAC31-40,95754.0
36005017702,WAC31-40,86481.0
36005017901,WAC31-40,176604.0
36005017902,WAC31-40,150145.0
36005018101,WAC31-40,157494.0
36005018102,WAC31-40,365188.0
36005018301,WAC31-40,331545.0
36005018302,WAC31-40,142193.0
36005018400,WAC31-40,35046.0
36005018500,WAC31-40,107749.0
36005018900,WAC31-40,196163.0
36005019300,WAC31-40,121243.0
36005019400,WAC31-40,48948.0
36005019500,WAC31-40,315761.0
36005019700,WAC31-40,460631.0
36005019900,WAC31-40,147200.0
36005020000,WAC31-40,55537.0
36005020100,WAC31-40,134832.0
36005020200,WAC31-40,54396.0
36005020400,WAC31-40,45476.0
36005020501,WAC31-40,104432.0
36005020502,WAC31-40,106746.0
36005020601,WAC31-40,60817.0
36005020900,WAC31-40,114276.0
36005021001,WAC31-40,36517.0
36005021002,WAC31-40,30230.0
36005021100,WAC31-40,165666.0
36005021200,WAC31-40,63589.0
36005021301,WAC31-40,146326.0
36005021302,WAC31-40,191535.0
36005021501,WAC31-40,120579.0
36005021502,WAC31-40,128223.0
36005021601,WAC31-40,53849.0
36005021602,WAC31-40,64064.0
36005021700,WAC31-40,121414.0
36005021800,WAC31-40,61908.0
36005021900,WAC31-40,254514.0
36005022000,WAC31-40,140331.0
36005022101,WAC31-40,145876.0
36005022102,WAC31-40,118415.0
36005022200,WAC31-40,61472.0
36005022300,WAC31-40,150315.0
36005022401,WAC31-40,101179.0
36005022403,WAC31-40,101924.0
36005022404,WAC31-40,92704.0
36005022500,WAC31-40,98044.0
36005022701,WAC31-40,129874.0
36005022702,WAC31-40,145296.0
36005022703,WAC31-40,106485.0
36005022800,WAC31-40,99775.0
36005022901,WAC31-40,102719.0
36005022902,WAC31-40,82884.0
36005023000,WAC31-40,90277.0
36005023100,WAC31-40,92915.0
36005023200,WAC31-40,76052.0
36005023301,WAC31-40,106867.0
36005023302,WAC31-40,104464.0
36005023501,WAC31-40,107206.0
36005023502,WAC31-40,167819.0
36005023600,WAC31-40,66929.0
36005023702,WAC31-40,113868.0
36005023703,WAC31-40,90714.0
36005023704,WAC31-40,78299.0
36005023800,WAC31-40,55762.0
36005023900,WAC31-40,109373.0
36005024000,WAC31-40,49951.0
36005024100,WAC31-40,104489.0
36005024300,WAC31-40,107732.0
36005024400,WAC31-40,36563.0
36005024501,WAC31-40,82850.0
36005024502,WAC31-40,95974.0
36005024600,WAC31-40,69296.0
36005024700,WAC31-40,87326.0
36005024800,WAC31-40,83132.0
36005024900,WAC31-40,78742.0
36005025000,WAC31-40,36589.0
36005025100,WAC31-40,70145.0
36005025200,WAC31-40,24337.0
36005025300,WAC31-40,112394.0
36005025400,WAC31-40,34554.0
36005025500,WAC31-40,92655.0
36005025600,WAC31-40,46620.0
36005025700,WAC31-40,115558.0
36005026100,WAC31-40,108254.0
36005026300,WAC31-40,88087.0
36005026400,WAC31-40,34135.0
36005026500,WAC31-40,65545.0
36005026601,WAC31-40,55076.0
36005026602,WAC31-40,51553.0
36005026701,WAC31-40,81077.0
36005026702,WAC31-40,63671.0
36005026900,WAC31-40,89943.0
36005027300,WAC31-40,82565.0
36005027401,WAC31-40,32952.0
36005027402,WAC31-40,11401.0
36005027600,WAC31-40,27903.0
36005027700,WAC31-40,88771.0
36005027900,WAC31-40,61160.0
36005028100,WAC31-40,56647.0
36005028300,WAC31-40,114194.0
36005028400,WAC31-40,52992.0
36005028500,WAC31-40,99823.0
36005028600,WAC31-40,35362.0
36005028700,WAC31-40,110643.0
36005028800,WAC31-40,57806.0
36005028900,WAC31-40,101940.0
36005029301,WAC31-40,27833.0
36005029302,WAC31-40,40095.0
36005029500,WAC31-40,16878.0
36005029600,WAC31-40,48522.0
36005029700,WAC31-40,14279.0
36005030000,WAC31-40,46899.0
36005030100,WAC31-40,22728.0
36005030200,WAC31-40,28832.0
36005030701,WAC31-40,12327.0
36005030900,WAC31-40,6625.0
36005031000,WAC31-40,36727.0
36005031200,WAC31-40,40541.0
36005031400,WAC31-40,42506.0
36005031600,WAC31-40,53480.0
36005031800,WAC31-40,61368.0
36005031900,WAC31-40,9620.0
36005032300,WAC31-40,13128.0
36005032400,WAC31-40,87145.0
36005032600,WAC31-40,82081.0
36005032800,WAC31-40,88451.0
36005033000,WAC31-40,96509.0
36005033201,WAC31-40,107903.0
36005033202,WAC31-40,96564.0
36005033400,WAC31-40,106535.0
36005033500,WAC31-40,6986.0
36005033600,WAC31-40,95887.0
36005033700,WAC31-40,14472.0
36005033800,WAC31-40,78887.0
36005034000,WAC31-40,71762.0
36005034200,WAC31-40,78435.0
36005034300,WAC31-40,36164.0
36005034400,WAC31-40,74381.0
36005034500,WAC31-40,38637.0
36005034800,WAC31-40,58429.0
36005035000,WAC31-40,58711.0
36005035100,WAC31-40,38775.0
36005035600,WAC31-40,48592.0
36005035800,WAC31-40,57746.0
36005035900,WAC31-40,92833.0
36005036000,WAC31-40,59651.0
36005036100,WAC31-40,111646.0
36005036300,WAC31-40,83632.0
36005036400,WAC31-40,58450.0
36005036501,WAC31-40,74697.0
36005036502,WAC31-40,89736.0
36005036700,WAC31-40,96572.0
36005036800,WAC31-40,43944.0
36005036901,WAC31-40,66409.0
36005036902,WAC31-40,56547.0
36005037000,WAC31-40,46523.0
36005037100,WAC31-40,70885.0
36005037200,WAC31-40,74447.0
36005037300,WAC31-40,73242.0
36005037400,WAC31-40,71771.0
36005037504,WAC31-40,60061.0
36005037600,WAC31-40,61940.0
36005037800,WAC31-40,71037.0
36005037900,WAC31-40,79858.0
36005038000,WAC31-40,61632.0
36005038100,WAC31-40,80905.0
36005038200,WAC31-40,37411.0
36005038301,WAC31-40,87905.0
36005038302,WAC31-40,65762.0
36005038500,WAC31-40,80232.0
36005038600,WAC31-40,50607.0
36005038700,WAC31-40,84807.0
36005038800,WAC31-40,47247.0
36005038900,WAC31-40,81866.0
36005039000,WAC31-40,54735.0
36005039100,WAC31-40,55407.0
36005039200,WAC31-40,53617.0
36005039300,WAC31-40,62809.0
36005039400,WAC31-40,51894.0
36005039500,WAC31-40,70190.0
36005039600,WAC31-40,54551.0
36005039700,WAC31-40,87776.0
36005039800,WAC31-40,46187.0
36005039901,WAC31-40,70080.0
36005039902,WAC31-40,110645.0
36005040100,WAC31-40,116579.0
36005040302,WAC31-40,65505.0
36005040303,WAC31-40,50445.0
36005040304,WAC31-40,106123.0
36005040400,WAC31-40,48585.0
36005040501,WAC31-40,62485.0
36005040502,WAC31-40,61672.0
36005040600,WAC31-40,54833.0
36005040701,WAC31-40,70004.0
36005040702,WAC31-40,55674.0
36005040800,WAC31-40,52467.0
36005040900,WAC31-40,58455.0
36005041100,WAC31-40,57988.0
36005041300,WAC31-40,63354.0
36005041400,WAC31-40,46858.0
36005041500,WAC31-40,71451.0
36005041800,WAC31-40,51835.0
36005041900,WAC31-40,50642.0
36005042000,WAC31-40,42555.0
36005042100,WAC31-40,49717.0
36005042200,WAC31-40,48635.0
36005042300,WAC31-40,57694.0
36005042400,WAC31-40,36927.0
36005042500,WAC31-40,60417.0
36005042600,WAC31-40,25789.0
36005042800,WAC31-40,31249.0
36005042901,WAC31-40,56346.0
36005042902,WAC31-40,53127.0
36005043000,WAC31-40,40403.0
36005043100,WAC31-40,65294.0
36005043400,WAC31-40,52299.0
36005043500,WAC31-40,44840.0
36005043600,WAC31-40,50009.0
36005044200,WAC31-40,29509.0
36005044400,WAC31-40,39264.0
36005044800,WAC31-40,19755.0
36005044901,WAC31-40,29164.0
36005044902,WAC31-40,27325.0
36005045101,WAC31-40,31182.0
36005045102,WAC31-40,27127.0
36005045600,WAC31-40,29477.0
36005045800,WAC31-40,47992.0
36005046000,WAC31-40,48124.0
36005046201,WAC31-40,25466.0
36005046202,WAC31-40,44279.0
36005048400,WAC31-40,38988.0
36005050400,WAC31-40,31022.0
36005051600,WAC31-40,14149.0
36047000100,WAC31-40,1101217.0
36047000200,WAC31-40,129298.0
36047000301,WAC31-40,879921.0
36047000501,WAC31-40,1262187.0
36047000502,WAC31-40,1088219.0
36047000700,WAC31-40,1247219.0
36047000900,WAC31-40,1281371.0
36047001100,WAC31-40,1466176.0
36047001300,WAC31-40,1230588.0
36047001500,WAC31-40,1100260.0
36047001800,WAC31-40,249081.0
36047002000,WAC31-40,134891.0
36047002100,WAC31-40,1353481.0
36047002200,WAC31-40,165448.0
36047002300,WAC31-40,1276064.0
36047002901,WAC31-40,557407.0
36047003000,WAC31-40,150434.0
36047003100,WAC31-40,1133607.0
36047003300,WAC31-40,1375014.0
36047003400,WAC31-40,154523.0
36047003500,WAC31-40,1344533.0
36047003600,WAC31-40,158621.0
36047003700,WAC31-40,1227377.0
36047003800,WAC31-40,42572.0
36047003900,WAC31-40,1394717.0
36047004100,WAC31-40,1079955.0
36047004300,WAC31-40,1080955.0
36047004400,WAC31-40,40842.0
36047004500,WAC31-40,554369.0
36047004600,WAC31-40,30875.0
36047004700,WAC31-40,284892.0
36047004900,WAC31-40,317208.0
36047005000,WAC31-40,24198.0
36047005100,WAC31-40,121566.0
36047005201,WAC31-40,26974.0
36047005202,WAC31-40,8174.0
36047005300,WAC31-40,65223.0
36047005400,WAC31-40,23579.0
36047005601,WAC31-40,36022.0
36047005602,WAC31-40,20148.0
36047005800,WAC31-40,47132.0
36047005900,WAC31-40,61755.0
36047006000,WAC31-40,79148.0
36047006200,WAC31-40,69555.0
36047006300,WAC31-40,288353.0
36047006400,WAC31-40,80307.0
36047006500,WAC31-40,435035.0
36047006600,WAC31-40,93029.0
36047006700,WAC31-40,360405.0
36047006800,WAC31-40,217800.0
36047006900,WAC31-40,1180394.0
36047007000,WAC31-40,228824.0
36047007100,WAC31-40,552388.0
36047007200,WAC31-40,221501.0
36047007400,WAC31-40,176050.0
36047007500,WAC31-40,954117.0
36047007600,WAC31-40,189600.0
36047007700,WAC31-40,955884.0
36047007800,WAC31-40,151206.0
36047008000,WAC31-40,259932.0
36047008200,WAC31-40,233167.0
36047008400,WAC31-40,575845.0
36047008500,WAC31-40,88354.0
36047008600,WAC31-40,96719.0
36047008800,WAC31-40,105758.0
36047009000,WAC31-40,126872.0
36047009200,WAC31-40,101713.0
36047009400,WAC31-40,117093.0
36047009600,WAC31-40,99676.0
36047009800,WAC31-40,82305.0
36047010000,WAC31-40,93794.0
36047010100,WAC31-40,310365.0
36047010200,WAC31-40,75275.0
36047010400,WAC31-40,90675.0
36047010600,WAC31-40,62986.0
36047010800,WAC31-40,80618.0
36047011000,WAC31-40,181668.0
36047011200,WAC31-40,122374.0
36047011400,WAC31-40,93666.0
36047011600,WAC31-40,74178.0
36047011700,WAC31-40,307331.0
36047011800,WAC31-40,94582.0
36047011900,WAC31-40,354022.0
36047012000,WAC31-40,87270.0
36047012100,WAC31-40,558714.0
36047012200,WAC31-40,94578.0
36047012600,WAC31-40,138249.0
36047012700,WAC31-40,658482.0
36047012801,WAC31-40,73985.0
36047012901,WAC31-40,1275900.0
36047012902,WAC31-40,1064286.0
36047013000,WAC31-40,96708.0
36047013100,WAC31-40,454220.0
36047013200,WAC31-40,53519.0
36047013300,WAC31-40,348351.0
36047013400,WAC31-40,81928.0
36047013500,WAC31-40,267139.0
36047013600,WAC31-40,96194.0
36047013700,WAC31-40,365250.0
36047013800,WAC31-40,57696.0
36047013900,WAC31-40,417755.0
36047014000,WAC31-40,52811.0
36047014100,WAC31-40,305816.0
36047014200,WAC31-40,61393.0
36047014300,WAC31-40,284635.0
36047014500,WAC31-40,217203.0
36047014700,WAC31-40,228345.0
36047014800,WAC31-40,55095.0
36047014900,WAC31-40,147139.0
36047015000,WAC31-40,42272.0
36047015100,WAC31-40,387918.0
36047015200,WAC31-40,116386.0
36047015300,WAC31-40,359298.0
36047015400,WAC31-40,57048.0
36047015500,WAC31-40,241272.0
36047015700,WAC31-40,530034.0
36047015900,WAC31-40,1006285.0
36047016000,WAC31-40,67084.0
36047016100,WAC31-40,1114345.0
36047016200,WAC31-40,48046.0
36047016300,WAC31-40,779120.0
36047016400,WAC31-40,61729.0
36047016500,WAC31-40,517393.0
36047016600,WAC31-40,63187.0
36047016700,WAC31-40,515608.0
36047016800,WAC31-40,36321.0
36047016900,WAC31-40,401999.0
36047017000,WAC31-40,50211.0
36047017100,WAC31-40,123471.0
36047017200,WAC31-40,51450.0
36047017400,WAC31-40,59801.0
36047017500,WAC31-40,231517.0
36047017600,WAC31-40,55921.0
36047017700,WAC31-40,642011.0
36047017800,WAC31-40,75108.0
36047017900,WAC31-40,645897.0
36047018000,WAC31-40,64897.0
36047018100,WAC31-40,575883.0
36047018200,WAC31-40,84837.0
36047018300,WAC31-40,640980.0
36047018400,WAC31-40,53221.0
36047018501,WAC31-40,442488.0
36047018600,WAC31-40,65508.0
36047018700,WAC31-40,330168.0
36047018800,WAC31-40,66682.0
36047019000,WAC31-40,105537.0
36047019100,WAC31-40,224375.0
36047019200,WAC31-40,114811.0
36047019300,WAC31-40,406489.0
36047019400,WAC31-40,95342.0
36047019500,WAC31-40,505795.0
36047019600,WAC31-40,62764.0
36047019700,WAC31-40,874778.0
36047019800,WAC31-40,49064.0
36047019900,WAC31-40,563736.0
36047020000,WAC31-40,72748.0
36047020100,WAC31-40,492563.0
36047020200,WAC31-40,72748.0
36047020300,WAC31-40,451985.0
36047020400,WAC31-40,67956.0
36047020500,WAC31-40,780412.0
36047020600,WAC31-40,64311.0
36047020700,WAC31-40,485162.0
36047020800,WAC31-40,49180.0
36047021000,WAC31-40,70309.0
36047021100,WAC31-40,343136.0
36047021200,WAC31-40,100494.0
36047021300,WAC31-40,386831.0
36047021400,WAC31-40,100580.0
36047021500,WAC31-40,390057.0
36047021600,WAC31-40,87734.0
36047021700,WAC31-40,413555.0
36047021800,WAC31-40,95368.0
36047021900,WAC31-40,438665.0
36047022000,WAC31-40,131171.0
36047022100,WAC31-40,350038.0
36047022200,WAC31-40,108196.0
36047022400,WAC31-40,124691.0
36047022600,WAC31-40,119338.0
36047022700,WAC31-40,526007.0
36047022800,WAC31-40,134458.0
36047022900,WAC31-40,374049.0
36047023000,WAC31-40,113836.0
36047023100,WAC31-40,432833.0
36047023200,WAC31-40,110720.0
36047023300,WAC31-40,423643.0
36047023400,WAC31-40,87937.0
36047023500,WAC31-40,279997.0
36047023600,WAC31-40,104052.0
36047023800,WAC31-40,92594.0
36047024000,WAC31-40,109007.0
36047024100,WAC31-40,417556.0
36047024200,WAC31-40,94843.0
36047024300,WAC31-40,242880.0
36047024400,WAC31-40,107292.0
36047024500,WAC31-40,588588.0
36047024600,WAC31-40,114230.0
36047024700,WAC31-40,614012.0
36047024800,WAC31-40,118187.0
36047024900,WAC31-40,238580.0
36047025000,WAC31-40,91129.0
36047025100,WAC31-40,431159.0
36047025200,WAC31-40,114291.0
36047025300,WAC31-40,1127359.0
36047025400,WAC31-40,115804.0
36047025500,WAC31-40,626919.0
36047025600,WAC31-40,104441.0
36047025700,WAC31-40,467062.0
36047025800,WAC31-40,93434.0
36047025901,WAC31-40,539309.0
36047025902,WAC31-40,255584.0
36047026000,WAC31-40,96740.0
36047026100,WAC31-40,187418.0
36047026200,WAC31-40,114777.0
36047026300,WAC31-40,121577.0
36047026400,WAC31-40,85317.0
36047026500,WAC31-40,123877.0
36047026600,WAC31-40,81226.0
36047026700,WAC31-40,192316.0
36047026800,WAC31-40,82559.0
36047026900,WAC31-40,417700.0
36047027000,WAC31-40,108506.0
36047027100,WAC31-40,405658.0
36047027200,WAC31-40,93949.0
36047027300,WAC31-40,359252.0
36047027400,WAC31-40,72955.0
36047027500,WAC31-40,140450.0
36047027600,WAC31-40,84786.0
36047027700,WAC31-40,114015.0
36047027800,WAC31-40,87299.0
36047027900,WAC31-40,129572.0
36047028000,WAC31-40,54719.0
36047028100,WAC31-40,180585.0
36047028200,WAC31-40,41220.0
36047028300,WAC31-40,267895.0
36047028400,WAC31-40,94189.0
36047028501,WAC31-40,803879.0
36047028502,WAC31-40,694657.0
36047028600,WAC31-40,58894.0
36047028700,WAC31-40,151965.0
36047028800,WAC31-40,108405.0
36047028900,WAC31-40,213698.0
36047029000,WAC31-40,115875.0
36047029100,WAC31-40,140237.0
36047029200,WAC31-40,102953.0
36047029300,WAC31-40,126775.0
36047029400,WAC31-40,82778.0
36047029500,WAC31-40,233687.0
36047029600,WAC31-40,115315.0
36047029700,WAC31-40,500649.0
36047029800,WAC31-40,84972.0
36047029900,WAC31-40,327002.0
36047030000,WAC31-40,92039.0
36047030100,WAC31-40,165274.0
36047030200,WAC31-40,92039.0
36047030300,WAC31-40,89062.0
36047030400,WAC31-40,97015.0
36047030500,WAC31-40,311129.0
36047030600,WAC31-40,74770.0
36047030700,WAC31-40,216042.0
36047030800,WAC31-40,79637.0
36047030900,WAC31-40,239211.0
36047031100,WAC31-40,295685.0
36047031300,WAC31-40,159711.0
36047031400,WAC31-40,89135.0
36047031500,WAC31-40,519495.0
36047031701,WAC31-40,323096.0
36047031702,WAC31-40,361864.0
36047031900,WAC31-40,318147.0
36047032100,WAC31-40,316639.0
36047032300,WAC31-40,346919.0
36047032500,WAC31-40,424327.0
36047032600,WAC31-40,92979.0
36047032700,WAC31-40,357013.0
36047032800,WAC31-40,40677.0
36047032900,WAC31-40,307431.0
36047033000,WAC31-40,28154.0
36047033100,WAC31-40,116996.0
36047033300,WAC31-40,196724.0
36047033500,WAC31-40,302853.0
36047033600,WAC31-40,5232.0
36047033700,WAC31-40,330751.0
36047033900,WAC31-40,314840.0
36047034000,WAC31-40,65816.0
36047034100,WAC31-40,245113.0
36047034200,WAC31-40,55307.0
36047034300,WAC31-40,129586.0
36047034500,WAC31-40,249635.0
36047034700,WAC31-40,236070.0
36047034800,WAC31-40,89998.0
36047034900,WAC31-40,243137.0
36047035000,WAC31-40,88989.0
36047035100,WAC31-40,360317.0
36047035200,WAC31-40,64204.0
36047035300,WAC31-40,272900.0
36047035400,WAC31-40,93187.0
36047035500,WAC31-40,216905.0
36047035601,WAC31-40,65269.0
36047035602,WAC31-40,62635.0
36047035700,WAC31-40,215525.0
36047035900,WAC31-40,75579.0
36047036001,WAC31-40,62310.0
36047036002,WAC31-40,64543.0
36047036100,WAC31-40,74509.0
36047036200,WAC31-40,56262.0
36047036300,WAC31-40,58415.0
36047036400,WAC31-40,57573.0
36047036501,WAC31-40,122182.0
36047036502,WAC31-40,132121.0
36047036600,WAC31-40,50484.0
36047036700,WAC31-40,318935.0
36047036900,WAC31-40,244274.0
36047037000,WAC31-40,59398.0
36047037100,WAC31-40,176883.0
36047037300,WAC31-40,137232.0
36047037401,WAC31-40,72846.0
36047037402,WAC31-40,75560.0
36047037500,WAC31-40,110956.0
36047037700,WAC31-40,116217.0
36047037900,WAC31-40,149422.0
36047038100,WAC31-40,206558.0
36047038200,WAC31-40,79187.0
36047038300,WAC31-40,204986.0
36047038500,WAC31-40,108782.0
36047038600,WAC31-40,112684.0
36047038700,WAC31-40,203028.0
36047038800,WAC31-40,68257.0
36047038900,WAC31-40,333780.0
36047039000,WAC31-40,66320.0
36047039100,WAC31-40,313332.0
36047039200,WAC31-40,55215.0
36047039300,WAC31-40,280641.0
36047039400,WAC31-40,80354.0
36047039500,WAC31-40,126137.0
36047039600,WAC31-40,104979.0
36047039700,WAC31-40,141980.0
36047039800,WAC31-40,109198.0
36047039900,WAC31-40,123908.0
36047040000,WAC31-40,130405.0
36047040100,WAC31-40,130441.0
36047040200,WAC31-40,95198.0
36047040300,WAC31-40,128932.0
36047040400,WAC31-40,79899.0
36047040500,WAC31-40,208800.0
36047040600,WAC31-40,96773.0
36047040700,WAC31-40,147041.0
36047040800,WAC31-40,103620.0
36047040900,WAC31-40,108166.0
36047041000,WAC31-40,113341.0
36047041100,WAC31-40,127426.0
36047041200,WAC31-40,109361.0
36047041300,WAC31-40,75778.0
36047041401,WAC31-40,110919.0
36047041402,WAC31-40,95317.0
36047041500,WAC31-40,58298.0
36047041600,WAC31-40,49559.0
36047041700,WAC31-40,133025.0
36047041800,WAC31-40,86622.0
36047041900,WAC31-40,103204.0
36047042000,WAC31-40,97165.0
36047042100,WAC31-40,175805.0
36047042200,WAC31-40,101759.0
36047042300,WAC31-40,193093.0
36047042400,WAC31-40,110209.0
36047042500,WAC31-40,210226.0
36047042600,WAC31-40,132146.0
36047042700,WAC31-40,335863.0
36047042800,WAC31-40,113765.0
36047042900,WAC31-40,319252.0
36047043000,WAC31-40,128863.0
36047043100,WAC31-40,236895.0
36047043200,WAC31-40,128269.0
36047043300,WAC31-40,164178.0
36047043400,WAC31-40,94234.0
36047043500,WAC31-40,91427.0
36047043600,WAC31-40,99874.0
36047043700,WAC31-40,120200.0
36047043800,WAC31-40,97946.0
36047043900,WAC31-40,260213.0
36047044000,WAC31-40,110580.0
36047044100,WAC31-40,402366.0
36047044200,WAC31-40,78102.0
36047044300,WAC31-40,835440.0
36047044400,WAC31-40,109350.0
36047044500,WAC31-40,797906.0
36047044600,WAC31-40,110413.0
36047044700,WAC31-40,838057.0
36047044800,WAC31-40,94226.0
36047044900,WAC31-40,889595.0
36047045000,WAC31-40,140696.0
36047045200,WAC31-40,89526.0
36047045300,WAC31-40,686378.0
36047045400,WAC31-40,105361.0
36047045600,WAC31-40,117345.0
36047045800,WAC31-40,114277.0
36047046000,WAC31-40,148812.0
36047046201,WAC31-40,122256.0
36047046202,WAC31-40,127882.0
36047046400,WAC31-40,123295.0
36047046800,WAC31-40,98247.0
36047047000,WAC31-40,81756.0
36047047200,WAC31-40,84975.0
36047047400,WAC31-40,85712.0
36047047600,WAC31-40,102874.0
36047047700,WAC31-40,1000717.0
36047047800,WAC31-40,117910.0
36047048000,WAC31-40,134592.0
36047048100,WAC31-40,1221762.0
36047048200,WAC31-40,121562.0
36047048400,WAC31-40,130371.0
36047048500,WAC31-40,1015791.0
36047048600,WAC31-40,162853.0
36047048800,WAC31-40,154613.0
36047048900,WAC31-40,805078.0
36047049000,WAC31-40,122974.0
36047049100,WAC31-40,845242.0
36047049200,WAC31-40,111596.0
36047049300,WAC31-40,1460989.0
36047049400,WAC31-40,198631.0
36047049500,WAC31-40,1456419.0
36047049600,WAC31-40,169106.0
36047049700,WAC31-40,1399259.0
36047049800,WAC31-40,124074.0
36047049900,WAC31-40,1049768.0
36047050000,WAC31-40,138269.0
36047050100,WAC31-40,1383933.0
36047050202,WAC31-40,143272.0
36047050300,WAC31-40,1379008.0
36047050400,WAC31-40,102143.0
36047050500,WAC31-40,1015572.0
36047050600,WAC31-40,210437.0
36047050700,WAC31-40,916646.0
36047050801,WAC31-40,277882.0
36047050803,WAC31-40,393133.0
36047050804,WAC31-40,351359.0
36047050900,WAC31-40,1007269.0
36047051001,WAC31-40,126285.0
36047051002,WAC31-40,206887.0
36047051100,WAC31-40,1011471.0
36047051200,WAC31-40,205622.0
36047051300,WAC31-40,1532589.0
36047051400,WAC31-40,243649.0
36047051500,WAC31-40,1212316.0
36047051601,WAC31-40,84870.0
36047051602,WAC31-40,100044.0
36047051700,WAC31-40,1303305.0
36047051800,WAC31-40,175493.0
36047051900,WAC31-40,1254656.0
36047052000,WAC31-40,181782.0
36047052300,WAC31-40,881266.0
36047052500,WAC31-40,900324.0
36047052600,WAC31-40,179938.0
36047052700,WAC31-40,942165.0
36047052800,WAC31-40,145798.0
36047052900,WAC31-40,948012.0
36047053000,WAC31-40,138219.0
36047053100,WAC31-40,352341.0
36047053200,WAC31-40,148928.0
36047053300,WAC31-40,579786.0
36047053400,WAC31-40,124498.0
36047053500,WAC31-40,905757.0
36047053700,WAC31-40,153467.0
36047053800,WAC31-40,119981.0
36047053900,WAC31-40,131521.0
36047054200,WAC31-40,88436.0
36047054300,WAC31-40,143592.0
36047054400,WAC31-40,89516.0
36047054500,WAC31-40,137017.0
36047054600,WAC31-40,65271.0
36047054700,WAC31-40,389060.0
36047054800,WAC31-40,68908.0
36047054900,WAC31-40,605828.0
36047055000,WAC31-40,94533.0
36047055100,WAC31-40,828499.0
36047055200,WAC31-40,127731.0
36047055300,WAC31-40,1275738.0
36047055400,WAC31-40,128991.0
36047055500,WAC31-40,672726.0
36047055600,WAC31-40,91985.0
36047055700,WAC31-40,891451.0
36047055800,WAC31-40,44326.0
36047056000,WAC31-40,64493.0
36047056100,WAC31-40,685793.0
36047056200,WAC31-40,53961.0
36047056300,WAC31-40,749913.0
36047056400,WAC31-40,55944.0
36047056500,WAC31-40,936121.0
36047056600,WAC31-40,53259.0
36047056800,WAC31-40,59521.0
36047056900,WAC31-40,1470709.0
36047057000,WAC31-40,58112.0
36047057100,WAC31-40,893482.0
36047057200,WAC31-40,43703.0
36047057300,WAC31-40,354875.0
36047057400,WAC31-40,53801.0
36047057500,WAC31-40,1172789.0
36047057600,WAC31-40,47353.0
